city,years,companies,annual_consume,smartmeter_perc,c_per_conn
ALEM,2016,liander,20473,13.881,105.664
ALEM,2017,liander,19991,20.271,101.463
ALEM,2018,liander,19878,73.694,98.8787
ALEM,2019,liander,19425,81.219,96.7798
ALKMAAR,2010,liander,3.36756e+06,0.0140341,95.3444
ALKMAAR,2011,liander,3.36641e+06,0.0648198,94.992
ALKMAAR,2012,liander,3.31776e+06,0.537798,93.3971
ALKMAAR,2013,liander,3.20659e+06,2.02076,90.1731
ALKMAAR,2014,liander,3.1778e+06,3.73518,89.0629
ALKMAAR,2015,liander,3.03181e+06,5.49025,84.7179
ALKMAAR,2016,liander,2.94904e+06,8.93769,81.9216
ALKMAAR,2017,liander,2.9095e+06,15.2955,80.4404
ALKMAAR,2018,liander,2.91026e+06,44.5507,80.029
ALKMAAR,2019,liander,2.91892e+06,72.2198,80.3112
ALLINGAWIER,2016,liander,2042,19.05,48.619
ALLINGAWIER,2017,liander,2098,26.19,49.9524
ALLINGAWIER,2018,liander,2099,27.91,48.814
ALLINGAWIER,2019,liander,2229,30.23,51.8372
ALMEN,2010,liander,74276,0.140435,171.19
ALMEN,2011,liander,74003,0.140435,168.487
ALMEN,2012,liander,75912,0.140435,178.438
ALMEN,2013,liander,73210,2.50333,169.991
ALMEN,2014,liander,66075,6.76542,144.651
ALMEN,2015,liander,62551,10.6871,136.496
ALMEN,2016,liander,62360,12.0613,135.5
ALMEN,2017,liander,62569,14.2137,133.798
ALMEN,2018,liander,62502,18.9579,133.187
ALMEN,2019,liander,59457,79.3125,123.873
ALMERE,2010,liander,2.62335e+06,0.234356,92.5644
ALMERE,2011,liander,2.60931e+06,0.400982,91.6089
ALMERE,2012,liander,2.55805e+06,0.639614,89.374
ALMERE,2013,liander,2.50232e+06,3.28264,87.2613
ALMERE,2014,liander,2.47411e+06,8.42351,85.5961
ALMERE,2015,liander,2.39637e+06,10.9786,82.5938
ALMERE,2016,liander,2.35776e+06,13.164,81.1018
ALMERE,2017,liander,2.37918e+06,16.7052,81.3141
ALMERE,2018,liander,2.42161e+06,73.7053,82.1379
ALMERE,2019,liander,2.37791e+06,81.657,79.7958
ALMKERK,2012,enexis,155449,2.89132,137.76
ALMKERK,2013,enexis,153759,5.24845,135.221
ALMKERK,2014,enexis,150261,7.56821,131.464
ALMKERK,2015,enexis,147960,11.2333,126.25
ALMKERK,2016,enexis,142265,17.2673,118.426
ALMKERK,2017,enexis,138533,28.2814,114.946
ALMKERK,2018,enexis,156328,41.2916,123.332
ALMKERK,2019,enexis,154686,54.8815,119.957
ALPHEN AAN DEN RIJN,2010,liander,2.09133e+06,39.9145,83.3902
ALPHEN AAN DEN RIJN,2011,liander,2.0442e+06,39.8913,81.0339
ALPHEN AAN DEN RIJN,2012,liander,2.03419e+06,40.2179,79.9735
ALPHEN AAN DEN RIJN,2013,liander,1.94152e+06,41.4592,76.2972
ALPHEN AAN DEN RIJN,2014,liander,1.95334e+06,4.70674,75.7685
ALPHEN AAN DEN RIJN,2015,liander,1.91638e+06,7.15447,74.1768
ALPHEN AAN DEN RIJN,2016,liander,1.85544e+06,10.0076,71.2385
ALPHEN AAN DEN RIJN,2017,liander,1.80687e+06,15.316,68.09
ALPHEN AAN DEN RIJN,2018,liander,1.8338e+06,17.8868,69.0178
ALPHEN AAN DEN RIJN,2019,liander,1.82218e+06,21.1395,67.759
ALPHEN GLD,2010,liander,102341,0,161.925
ALPHEN GLD,2011,liander,101241,0,159.216
ALPHEN GLD,2012,liander,97456,0,152.558
ALPHEN GLD,2013,liander,93263,1.55077,145.692
ALPHEN GLD,2014,liander,94662,4.61103,148.056
ALPHEN GLD,2015,liander,86475,7.04744,135.852
ALPHEN GLD,2016,liander,85350,9.83846,136.561
ALPHEN GLD,2017,liander,83080,19.2687,131.044
ALPHEN GLD,2018,liander,83730,22.8649,131.543
ALPHEN GLD,2019,liander,86192,28.8528,135.346
ALPHEN NB,2012,enexis,209843,2.44856,147.354
ALPHEN NB,2013,enexis,206939,4.69957,145.25
ALPHEN NB,2014,enexis,207224,7.3049,141.138
ALPHEN NB,2015,enexis,193186,11.0372,132.193
ALPHEN NB,2016,enexis,190896,16.4455,126.408
ALPHEN NB,2017,enexis,193691,26.5831,126.029
ALPHEN NB,2018,enexis,199378,38.7815,126.48
ALPHEN NB,2019,enexis,195560,50.9343,123.747
ALTEVEER GEM NOORDENVELD,2010,enexis,9033,1.13224,224.532
ALTEVEER GEM NOORDENVELD,2011,enexis,11833,0.997943,296.326
ALTEVEER GEM NOORDENVELD,2012,enexis,8195,2.01837,203.591
ALTEVEER GEM NOORDENVELD,2013,enexis,8239,4.14282,198.265
ALTEVEER GEM NOORDENVELD,2014,enexis,9832,6.54927,244.947
ALTEVEER GEM NOORDENVELD,2015,enexis,9820,10.4982,235.837
ALTEVEER GEM NOORDENVELD,2016,enexis,10061,15.8835,250.877
ALTEVEER GEM NOORDENVELD,2017,enexis,9931,25.5961,238.479
ALTEVEER GEM NOORDENVELD,2018,enexis,11738.2,38.414,199.967
ALTEVEER GEM NOORDENVELD,2019,enexis,11698.7,49.0813,199.084
ALTEVEER GN,2010,enexis,59456,1.76157,136.618
ALTEVEER GN,2011,enexis,63082,2.06976,141.818
ALTEVEER GN,2012,enexis,62491,2.76308,148.253
ALTEVEER GN,2013,enexis,66449,5.1764,142.585
ALTEVEER GN,2014,enexis,63030,7.68182,134.602
ALTEVEER GN,2015,enexis,59090,11.453,125.239
ALTEVEER GN,2016,enexis,56374,17.5123,119.93
ALTEVEER GN,2017,enexis,53550,28.5237,120.599
ALTEVEER GN,2018,enexis,64573,41.7576,129.594
ALTEVEER GN,2019,enexis,65069.7,54.8214,131.628
ALTFORST,2010,liander,27336,0,166.387
ALTFORST,2011,liander,28258,0,175.094
ALTFORST,2012,liander,27077,0,165.5
ALTFORST,2013,liander,26102,3.254,162.411
ALTFORST,2014,liander,27211,8.03818,159.362
ALTFORST,2015,liander,25986,9.92636,152.196
ALTFORST,2016,liander,25876,12.4118,151.513
ALTFORST,2017,liander,24990,14.5673,145.945
ALTFORST,2018,liander,25489,21.4136,145.655
ALTFORST,2019,liander,26382,26.6173,150.454
AMBT DELDEN,2018,enexis,4101.47,40.1359,165.247
AMBT DELDEN,2019,enexis,4109.68,52.8541,162.262
AMEIDE,2010,stedin,116034,1.12169,117.626
AMEIDE,2011,stedin,115096,1.12169,114.636
AMEIDE,2012,stedin,118119,1.38533,118.574
AMEIDE,2013,stedin,119512,2.86262,118.059
AMEIDE,2014,stedin,123525,6.86714,120.469
AMEIDE,2015,stedin,120502,11.4098,115.768
AMEIDE,2016,stedin,117700,16.543,112.2
AMEIDE,2017,stedin,116817,23.0006,108.754
AMEIDE,2018,stedin,118409,26.4931,110.043
AMEIDE,2019,stedin,117398,50.0997,111.919
AMEN,2018,enexis,9200.84,31.6179,244.52
AMEN,2019,enexis,9228.87,40.5348,253.281
AMERICA,2010,enexis,87647,1.72418,154.397
AMERICA,2011,enexis,86224,2.03905,149.844
AMERICA,2012,enexis,85165,2.69833,148.646
AMERICA,2013,enexis,85562,5.1245,140.104
AMERICA,2014,enexis,85051,7.54732,137.543
AMERICA,2015,enexis,80863,11.2556,130.837
AMERICA,2016,enexis,80749,17.1384,129.665
AMERICA,2017,enexis,77773,27.9577,125.753
AMERICA,2018,enexis,82981.7,40.8111,128.213
AMERICA,2019,enexis,82744.8,53.7181,126.813
AMERONGEN,2010,stedin,266030,2.01852,137.342
AMERONGEN,2011,stedin,268149,2.01569,137.95
AMERONGEN,2012,stedin,270020,2.06638,138.79
AMERONGEN,2013,stedin,271871,3.40564,139.318
AMERONGEN,2014,stedin,267362,7.8265,136.948
AMERONGEN,2015,stedin,257974,11.467,131.582
AMERONGEN,2016,stedin,256017,13.7159,130.575
AMERONGEN,2017,stedin,259127,69.3375,132.244
AMERONGEN,2018,stedin,255914,75.7793,130.538
AMERONGEN,2019,stedin,247064,80.1344,129.191
AMERSFOORT,2010,stedin,4.02614e+06,4.52954,94.2395
AMERSFOORT,2011,stedin,4.02996e+06,4.59786,93.977
AMERSFOORT,2012,stedin,4.05065e+06,4.89085,93.6406
AMERSFOORT,2013,stedin,4.04737e+06,5.87296,92.5156
AMERSFOORT,2014,stedin,3.98253e+06,10.1916,90.928
AMERSFOORT,2015,stedin,3.85733e+06,15.0558,87.4682
AMERSFOORT,2016,stedin,3.82186e+06,55.9535,86.3296
AMERSFOORT,2017,stedin,3.74049e+06,67.5081,83.8394
AMERSFOORT,2018,stedin,3.76604e+06,73.0348,83.4366
AMERSFOORT,2019,stedin,3.59846e+06,76.8696,81.6114
AMMERSTOL,2010,stedin,59919,2.4803,104.519
AMMERSTOL,2011,stedin,62817,2.27229,100.756
AMMERSTOL,2012,stedin,62817,2.27229,100.756
AMMERSTOL,2013,stedin,62602,3.37543,100.284
AMMERSTOL,2014,stedin,60055,7.20057,95.8544
AMMERSTOL,2015,stedin,57706,11.332,92.0441
AMMERSTOL,2016,stedin,59256,14.0357,90.4939
AMMERSTOL,2017,stedin,58548,23.2481,89.3348
AMMERSTOL,2018,stedin,57546,26.8173,87.7942
AMMERSTOL,2019,stedin,57918,30.7335,88.6221
AMMERZODEN,2010,liander,214690,0,165.217
AMMERZODEN,2011,liander,210632,0,161.099
AMMERZODEN,2012,liander,201923,0,154.085
AMMERZODEN,2013,liander,198333,1.05115,148.555
AMMERZODEN,2014,liander,204261,3.54756,151.884
AMMERZODEN,2015,liander,187098,5.81013,141.356
AMMERZODEN,2016,liander,189103,10.619,143.356
AMMERZODEN,2017,liander,183708,15.1509,137.913
AMMERZODEN,2018,liander,189163,70.4816,137.703
AMMERZODEN,2019,liander,184941,76.1332,134.32
AMSTELHOEK,2010,stedin,49695,0,130.461
AMSTELHOEK,2011,stedin,49354,0.8,127.185
AMSTELHOEK,2012,stedin,48961,0.8,121.781
AMSTELHOEK,2013,stedin,48825,1.446,121.063
AMSTELHOEK,2014,stedin,49272,4.344,122.085
AMSTELHOEK,2015,stedin,49023,7.62038,116.751
AMSTELHOEK,2016,stedin,46810,9.84808,111.276
AMSTELHOEK,2017,stedin,47360,11.0754,111.374
AMSTELHOEK,2018,stedin,47083,13.49,111.39
AMSTELHOEK,2019,stedin,44478,16.3642,117.71
AMSTELVEEN,2010,stedin,2.56399e+06,0.0586106,91.99
AMSTELVEEN,2011,stedin,2.58311e+06,0.0617391,92.0543
AMSTELVEEN,2012,stedin,2.59143e+06,0.131852,92.2552
AMSTELVEEN,2013,stedin,2.57908e+06,0.299005,91.6043
AMSTELVEEN,2014,stedin,2.54515e+06,1.2336,90.0354
AMSTELVEEN,2015,stedin,2.4856e+06,8.23314,87.5639
AMSTELVEEN,2016,stedin,2.43378e+06,12.123,85.6429
AMSTELVEEN,2017,stedin,2.40523e+06,17.5032,84.1335
AMSTELVEEN,2018,stedin,2.41329e+06,18.9035,84.4366
AMSTELVEEN,2019,stedin,2.34475e+06,68.0402,83.3738
AMSTENRADE,2010,enexis,126205,1.86577,135.398
AMSTENRADE,2011,enexis,130107,2.16909,139.078
AMSTENRADE,2012,enexis,117902,2.97351,125.405
AMSTENRADE,2013,enexis,130465,5.24033,136.732
AMSTENRADE,2014,enexis,127771,7.60089,133.465
AMSTENRADE,2015,enexis,119831,11.2968,123.778
AMSTENRADE,2016,enexis,117762,17.2748,121.169
AMSTENRADE,2017,enexis,116033,28.2223,118.446
AMSTENRADE,2018,enexis,119904,41.1765,120.147
AMSTENRADE,2019,enexis,118153,54.4473,118.944
AMSTERDAM,2010,liander,2.07093e+07,0.0408541,73.0831
AMSTERDAM,2011,liander,2.0519e+07,0.764854,72.0467
AMSTERDAM,2012,liander,2.00922e+07,3.14379,70.4069
AMSTERDAM,2013,liander,1.97295e+07,10.6209,68.921
AMSTERDAM,2014,liander,1.96112e+07,15.8995,68.2616
AMSTERDAM,2015,liander,1.90451e+07,17.4262,65.9109
AMSTERDAM,2016,liander,1.96923e+07,18.6408,64.028
AMSTERDAM,2017,liander,1.98431e+07,29.0559,63.3787
AMSTERDAM,2018,liander,1.98723e+07,45.1843,63.2736
AMSTERDAM,2019,liander,1.97561e+07,58.9136,62.6713
AMSTERDAM ZUIDOOST,2010,liander,1.36479e+06,0.0688235,54.04
AMSTERDAM ZUIDOOST,2011,liander,1.38411e+06,0.17539,55.1631
AMSTERDAM ZUIDOOST,2012,liander,1.40799e+06,0.275847,56.5044
AMSTERDAM ZUIDOOST,2013,liander,1.42991e+06,5.23112,57.8523
AMSTERDAM ZUIDOOST,2014,liander,1.46184e+06,6.91186,59.6329
AMSTERDAM ZUIDOOST,2015,liander,1.44298e+06,8.05854,59.067
AMSTERDAM ZUIDOOST,2016,liander,448920,11.0582,60.1734
AMSTERDAM ZUIDOOST,2017,liander,196675,26.4939,72.745
AMSTERDAM ZUIDOOST,2018,liander,187966,49.4999,70.686
AMSTERDAM ZUIDOOST,2019,liander,193684,68.8109,73.5165
AMSTERDAM-DUIVENDRECHT,2014,liander,28964,4.074,261.44
AMSTERDAM-DUIVENDRECHT,2015,liander,54408,5.78125,400.415
AMSTERDAM-DUIVENDRECHT,2016,liander,49923,7.36625,340.489
AMSTERDAM-DUIVENDRECHT,2017,liander,52073,11.8938,326.378
AMSTERDAM-DUIVENDRECHT,2018,liander,50466,13.0137,310.662
AMSTERDAM-DUIVENDRECHT,2019,liander,49225,33.6175,294.3
ANDEL,2012,enexis,106517,2.73511,143.352
ANDEL,2013,enexis,106633,5.0746,141.42
ANDEL,2014,enexis,105347,7.48555,141.625
ANDEL,2015,enexis,98670,11.1817,132.944
ANDEL,2016,enexis,93182,16.9998,118.627
ANDEL,2017,enexis,91070,27.7505,116.723
ANDEL,2018,enexis,102921,40.5646,119.789
ANDEL,2019,enexis,102521,53.9075,119.637
ANDELST,2010,liander,91294,0,153.884
ANDELST,2011,liander,89253,0,141.457
ANDELST,2012,liander,92024,0,146.807
ANDELST,2013,liander,87702,2.42229,139.498
ANDELST,2014,liander,86440,5.64457,136.941
ANDELST,2015,liander,81806,7.27629,129.009
ANDELST,2016,liander,81339,10.438,125.088
ANDELST,2017,liander,81915,17.5643,125.729
ANDELST,2018,liander,82819,19.9871,125.609
ANDELST,2019,liander,80635,24.8497,121.351
ANDEREN,2010,enexis,17302,0.950292,234.932
ANDEREN,2011,enexis,17181,1.10851,237.473
ANDEREN,2012,enexis,17507,1.65272,238.045
ANDEREN,2013,enexis,19262,4.20873,220.792
ANDEREN,2014,enexis,18584,6.92918,213.886
ANDEREN,2015,enexis,18020,10.8193,206.051
ANDEREN,2016,enexis,17355,16.5414,198.896
ANDEREN,2017,enexis,17495,26.701,201.028
ANDEREN,2018,enexis,19772.4,38.6002,203.721
ANDEREN,2019,enexis,20361.4,49.3381,209.152
ANDIJK,2010,liander,310684,0.0777344,134.295
ANDIJK,2011,liander,311128,0.0777344,135.061
ANDIJK,2012,liander,298447,0.205469,127.566
ANDIJK,2013,liander,289847,2.17695,124.492
ANDIJK,2014,liander,280693,5.19992,119.59
ANDIJK,2015,liander,270559,8.8669,114.037
ANDIJK,2016,liander,278891,17.6589,116.437
ANDIJK,2017,liander,268546,22.0729,110.2
ANDIJK,2018,liander,266817,35.4418,107.931
ANDIJK,2019,liander,268099,72.9364,107.293
ANGEREN,2010,liander,130323,0,133.479
ANGEREN,2011,liander,128211,0,127.883
ANGEREN,2012,liander,120737,0.296667,123.12
ANGEREN,2013,liander,115643,2.01833,117.503
ANGEREN,2014,liander,112267,5.03907,114.141
ANGEREN,2015,liander,106454,8.19963,107.82
ANGEREN,2016,liander,104145,10.9487,105.423
ANGEREN,2017,liander,102837,14.713,104.085
ANGEREN,2018,liander,103887,17.8198,105.229
ANGEREN,2019,liander,101990,30.7402,103.101
ANGERLO,2010,liander,63801,0,137.182
ANGERLO,2011,liander,63547,0,130.395
ANGERLO,2012,liander,61998,0.105926,127.391
ANGERLO,2013,liander,58866,2.06593,120.622
ANGERLO,2014,liander,60367,6.35333,122.967
ANGERLO,2015,liander,56513,9.81185,115.753
ANGERLO,2016,liander,56226,11.617,114.822
ANGERLO,2017,liander,56263,13.757,114.083
ANGERLO,2018,liander,55927,17.4752,113.324
ANGERLO,2019,liander,54543,80.5489,109.615
ANJUM,2010,stedin,72872,0.14,113.998
ANJUM,2011,stedin,72851,0.14,113.935
ANJUM,2012,stedin,72835,0.14,113.692
ANJUM,2013,stedin,72234,0.195429,109.77
ANJUM,2014,stedin,72305,1.25657,109.31
ANJUM,2015,stedin,70456,2.62857,107.058
ANJUM,2016,stedin,70815,6.78143,104.812
ANJUM,2017,stedin,75646,10.5078,111.641
ANJUM,2018,stedin,73099,12.7308,105.538
ANJUM,2019,stedin,68271,23.9894,103.703
ANKEVEEN,2010,liander,92206,0,139.01
ANKEVEEN,2011,liander,90549,0.15027,136.843
ANKEVEEN,2012,liander,86325,0.15027,130.955
ANKEVEEN,2013,liander,81832,1.98054,123.131
ANKEVEEN,2014,liander,82028,5.38405,123.38
ANKEVEEN,2015,liander,76343,7.77595,115.5
ANKEVEEN,2016,liander,75556,15.4878,114.507
ANKEVEEN,2017,liander,74679,17.8116,112.696
ANKEVEEN,2018,liander,77529,23.9518,112.814
ANKEVEEN,2019,liander,76618,26.4711,111.473
ANLOO,2010,enexis,25949,1.28181,216.832
ANLOO,2011,enexis,25308,1.44789,205.497
ANLOO,2012,enexis,20242,2.33522,160.489
ANLOO,2013,enexis,27998,4.28547,227.981
ANLOO,2014,enexis,26495,7.02087,210.909
ANLOO,2015,enexis,26066,10.8684,208.001
ANLOO,2016,enexis,24864,16.4655,197.614
ANLOO,2017,enexis,25171,26.8056,203.554
ANLOO,2018,enexis,31380.9,38.9312,207.891
ANLOO,2019,enexis,31483.6,50.4353,209.499
ANNA PAULOWNA,2010,liander,350185,0.0361272,114.252
ANNA PAULOWNA,2011,liander,345060,0.107746,112.045
ANNA PAULOWNA,2012,liander,342999,0.184971,110.797
ANNA PAULOWNA,2013,liander,329704,1.87416,106.405
ANNA PAULOWNA,2014,liander,320146,5.63439,101.388
ANNA PAULOWNA,2015,liander,312457,7.94337,97.6642
ANNA PAULOWNA,2016,liander,307405,10.4284,94.5966
ANNA PAULOWNA,2017,liander,304392,24.7872,92.9726
ANNA PAULOWNA,2018,liander,300106,74.577,90.7299
ANNA PAULOWNA,2019,liander,306169,75.0004,91.5406
ANNEN,2010,enexis,188526,1.84588,142.319
ANNEN,2011,enexis,193097,2.10367,145.187
ANNEN,2012,enexis,188643,2.78867,142.18
ANNEN,2013,enexis,193447,5.08766,142.261
ANNEN,2014,enexis,185225,7.51382,136.87
ANNEN,2015,enexis,177759,11.1973,129.744
ANNEN,2016,enexis,170140,17.0308,123.87
ANNEN,2017,enexis,166877,27.8619,121.512
ANNEN,2018,enexis,180106,40.7401,129.775
ANNEN,2019,enexis,178320,53.8669,128.523
ANNERVEENSCHEKANAAL,2010,enexis,15708,2.01717,109.812
ANNERVEENSCHEKANAAL,2011,enexis,15827,2.36405,109.295
ANNERVEENSCHEKANAAL,2012,enexis,14966,3.13733,98.3519
ANNERVEENSCHEKANAAL,2013,enexis,14935,5.53272,96.6757
ANNERVEENSCHEKANAAL,2014,enexis,14305,7.8959,93.3724
ANNERVEENSCHEKANAAL,2015,enexis,14084,11.5883,92.6129
ANNERVEENSCHEKANAAL,2016,enexis,13270,17.4491,89.1281
ANNERVEENSCHEKANAAL,2017,enexis,13995,28.5252,91.7377
ANNERVEENSCHEKANAAL,2018,enexis,16252.8,41.7455,93.3476
ANNERVEENSCHEKANAAL,2019,enexis,16103.6,54.8924,92.4457
APELDOORN,2010,liander,5.61251e+06,0.425372,117.386
APELDOORN,2011,liander,5.5434e+06,9.88623,115.211
APELDOORN,2012,liander,5.45056e+06,30.8608,112.953
APELDOORN,2013,liander,5.31564e+06,34.6545,109.523
APELDOORN,2014,liander,5.19914e+06,19.5085,106.805
APELDOORN,2015,liander,4.84882e+06,20.9602,99.3437
APELDOORN,2016,liander,4.92841e+06,24.7365,100.582
APELDOORN,2017,liander,4.93859e+06,46.5695,100.772
APELDOORN,2018,liander,4.98948e+06,74.4702,101.459
APELDOORN,2019,liander,4.89576e+06,76.2525,99.0868
APPELSCHA,2010,enexis,260567,1.92067,138.287
APPELSCHA,2011,enexis,260196,2.30754,136.03
APPELSCHA,2012,enexis,253289,3.06292,128.383
APPELSCHA,2013,enexis,264359,5.43273,128.725
APPELSCHA,2014,enexis,252256,7.76305,122.604
APPELSCHA,2015,enexis,242171,11.4519,118.232
APPELSCHA,2016,liander,237141,9.75787,113.507
APPELSCHA,2017,liander,234551,17.5345,111.896
APPELSCHA,2018,liander,233282,22.8595,110.971
APPELSCHA,2019,liander,229856,30.6645,109.227
APPELTERN,2010,liander,42453,0,147.651
APPELTERN,2011,liander,41911,0,145.328
APPELTERN,2012,liander,40630,0.238,140.576
APPELTERN,2013,liander,41437,3.72188,142.002
APPELTERN,2014,liander,43904,6.47562,151.259
APPELTERN,2015,liander,38682,10.8575,132.847
APPELTERN,2016,liander,39010,15.1406,133.605
APPELTERN,2017,liander,37688,19.3444,129.225
APPELTERN,2018,liander,38627,24.0281,132.087
APPELTERN,2019,liander,39392,32.4488,133.277
APPINGEDAM,2010,enexis,538601,2.07097,127.559
APPINGEDAM,2011,enexis,554094,2.4063,129.232
APPINGEDAM,2012,enexis,555641,3.12795,125.956
APPINGEDAM,2013,enexis,581984,5.462,122.808
APPINGEDAM,2014,enexis,568682,7.72507,118.981
APPINGEDAM,2015,enexis,556072,11.3645,116.582
APPINGEDAM,2016,enexis,526193,17.5208,109.951
APPINGEDAM,2017,enexis,521714,28.8048,109.214
APPINGEDAM,2018,enexis,566697,41.9469,117.75
APPINGEDAM,2019,enexis,549457,55.8702,115.084
ARCEN,2010,enexis,141792,1.67661,177.625
ARCEN,2011,enexis,138988,1.97206,169.801
ARCEN,2012,enexis,139212,2.68319,165.515
ARCEN,2013,enexis,140799,5.10063,154.325
ARCEN,2014,enexis,139124,7.76159,153.28
ARCEN,2015,enexis,134676,11.582,147.452
ARCEN,2016,enexis,128611,17.1938,141.622
ARCEN,2017,enexis,128960,27.5878,140.138
ARCEN,2018,enexis,148334,39.7725,145.677
ARCEN,2019,enexis,144750,51.8765,141.785
ARKEL,2010,stedin,152139,3.11869,107.535
ARKEL,2011,stedin,152067,3.11869,107.467
ARKEL,2012,stedin,153564,3.86635,107.279
ARKEL,2013,stedin,153010,4.24165,106.549
ARKEL,2014,stedin,151141,11.2469,105.32
ARKEL,2015,stedin,143255,17.6069,96.9279
ARKEL,2016,stedin,138242,20.59,93.3701
ARKEL,2017,stedin,133316,27.1963,90.0583
ARKEL,2018,stedin,135674,29.4679,91.5674
ARKEL,2019,stedin,130369,34.0335,92.3116
ARNHEM,2010,liander,5.6283e+06,29.7205,99.0566
ARNHEM,2011,liander,5.52951e+06,29.7488,97.0001
ARNHEM,2012,liander,5.43876e+06,30.3186,95.0607
ARNHEM,2013,liander,5.26232e+06,32.4508,91.4538
ARNHEM,2014,liander,5.26217e+06,5.76307,90.9675
ARNHEM,2015,liander,5.05267e+06,7.59687,86.7938
ARNHEM,2016,liander,5.00173e+06,9.11733,85.8061
ARNHEM,2017,liander,4.95878e+06,15.6976,84.3927
ARNHEM,2018,liander,5.01663e+06,24.9703,85.1768
ARNHEM,2019,liander,4.91355e+06,29.8728,82.9947
ARRIEN,2010,enexis,21442,1.40343,153.37
ARRIEN,2011,enexis,22205,1.34879,155.521
ARRIEN,2012,enexis,21729,1.90144,150.844
ARRIEN,2013,enexis,22316,4.16015,147.693
ARRIEN,2014,enexis,20543,7.15643,136.782
ARRIEN,2015,enexis,19958,11.0189,132.438
ARRIEN,2016,enexis,19094,15.7605,134.222
ARRIEN,2017,enexis,18906,25.42,134.456
ARRIEN,2018,enexis,21877.7,36.4421,138.055
ARRIEN,2019,enexis,20376.7,47.017,128.448
ARUM,2010,enexis,56599,1.74214,144.571
ARUM,2011,enexis,57726,2.0237,147.542
ARUM,2012,enexis,61495,2.7157,152.296
ARUM,2013,enexis,58242,5.07451,141.061
ARUM,2014,enexis,56965,7.43628,137.731
ARUM,2015,enexis,56878,11.1575,136.238
ARUM,2016,liander,57029,10.1138,127.505
ARUM,2017,liander,56897,13.0277,127.056
ARUM,2018,liander,54394,16.9238,121.402
ARUM,2019,liander,54680,19.1635,122.351
ASCH,2010,liander,9992,0,135.262
ASCH,2011,liander,9904,0,133.906
ASCH,2012,liander,9346,0,121.948
ASCH,2013,liander,9129,0.7575,119.952
ASCH,2014,liander,8664,10.285,112.143
ASCH,2015,liander,8390,13.5425,107.749
ASCH,2016,liander,8222,16.0425,105.693
ASCH,2017,liander,8249,18.15,104.838
ASCH,2018,liander,8239,20.26,105.627
ASCH,2019,liander,8404,19.1225,107.102
ASPEREN,2010,stedin,109762,4.02224,102.879
ASPEREN,2011,stedin,109727,4.02224,102.776
ASPEREN,2012,stedin,109628,4.00328,102.361
ASPEREN,2013,stedin,109145,4.61362,101.831
ASPEREN,2014,stedin,109450,13.0943,102.098
ASPEREN,2015,stedin,101162,17.7955,94.4711
ASPEREN,2016,stedin,101111,21.5983,93.511
ASPEREN,2017,stedin,99129,27.3414,89.863
ASPEREN,2018,stedin,99189,31.5451,88.9834
ASPEREN,2019,stedin,99477,76.4783,89.7758
ASSEN,2010,enexis,2.75615e+06,2.21529,114.116
ASSEN,2011,enexis,2.80111e+06,2.48815,114.923
ASSEN,2012,enexis,2.74761e+06,3.18798,110.946
ASSEN,2013,enexis,2.77496e+06,5.52406,109.172
ASSEN,2014,enexis,2.69431e+06,7.78035,105.654
ASSEN,2015,enexis,2.62831e+06,11.3916,103.391
ASSEN,2016,enexis,2.52338e+06,17.3895,98.6917
ASSEN,2017,enexis,2.5314e+06,28.4959,97.8939
ASSEN,2018,enexis,2.75141e+06,41.4487,108.577
ASSEN,2019,enexis,2.72096e+06,55.2024,107.242
ASSENDELFT,2010,liander,598788,0.0685313,110.983
ASSENDELFT,2011,liander,605201,0.140732,109.006
ASSENDELFT,2012,liander,596261,0.178108,105.094
ASSENDELFT,2013,liander,571990,2.12009,98.6165
ASSENDELFT,2014,liander,569960,4.0418,97.7351
ASSENDELFT,2015,liander,554132,5.81024,94.5912
ASSENDELFT,2016,liander,552989,10.3896,93.1351
ASSENDELFT,2017,liander,541209,13.6292,90.6299
ASSENDELFT,2018,liander,547559,15.8965,90.5693
ASSENDELFT,2019,liander,545952,19.9889,90.0603
ASTEN,2017,enexis,518508,28.4282,112.451
ASTEN,2018,enexis,579732,41.0487,127.742
ASTEN,2019,enexis,576530,53.9155,127.175
AUGSBUURT,2010,stedin,3038,0,84.3889
AUGSBUURT,2011,stedin,3038,0,84.3889
AUGSBUURT,2012,stedin,3004,0,81.1892
AUGSBUURT,2013,stedin,2964,0,80.1081
AUGSBUURT,2014,stedin,2749,0,74.2973
AUGSBUURT,2015,stedin,2677,0,72.3514
AUGSBUURT,2016,stedin,2544,10.81,68.7568
AUGSBUURT,2017,stedin,2707,10.81,73.1622
AUGSBUURT,2018,stedin,2678,10.81,72.3784
AUGSBUURT,2019,stedin,2661,21.62,71.9189
AUGUSTINUSGA,2010,stedin,61490,0,142.152
AUGUSTINUSGA,2011,stedin,61751,0,141.211
AUGUSTINUSGA,2012,stedin,61574,0,140.766
AUGUSTINUSGA,2013,stedin,58689,0.281923,133.607
AUGUSTINUSGA,2014,stedin,56426,0.778846,128.441
AUGUSTINUSGA,2015,stedin,56764,3.63778,125.584
AUGUSTINUSGA,2016,stedin,55498,10.7696,122.158
AUGUSTINUSGA,2017,stedin,55346,13.5685,121.341
AUGUSTINUSGA,2018,stedin,54987,16.1704,120.575
AUGUSTINUSGA,2019,stedin,54847,26.3444,121.983
