city,years,companies,annual_consume,smartmeter_perc,c_per_conn
GREONTERP,2019,liander,2969,93.33,197.933
GREVENBICHT,2010,enexis,120233,1.77635,138.5
GREVENBICHT,2011,enexis,120368,2.24126,139.736
GREVENBICHT,2012,enexis,116859,3.03786,132.803
GREVENBICHT,2013,enexis,115819,5.49356,125.21
GREVENBICHT,2014,enexis,113800,7.8848,121.177
GREVENBICHT,2015,enexis,107460,11.6142,114.979
GREVENBICHT,2016,enexis,103698,17.8467,110.68
GREVENBICHT,2017,enexis,103852,29.1191,110.395
GREVENBICHT,2018,enexis,108885,42.4632,113.402
GREVENBICHT,2019,enexis,107791,55.9927,112.418
GRIENDTSVEEN,2010,enexis,24731,1.90613,140.774
GRIENDTSVEEN,2011,enexis,23907,2.33251,135.555
GRIENDTSVEEN,2012,enexis,23549,3.03634,134.073
GRIENDTSVEEN,2013,enexis,22868,5.38972,126.548
GRIENDTSVEEN,2014,enexis,22757,7.70951,122.228
GRIENDTSVEEN,2015,enexis,22170,11.3783,119.493
GRIENDTSVEEN,2016,enexis,22133,17.4411,117.226
GRIENDTSVEEN,2017,enexis,21102,28.445,111.46
GRIENDTSVEEN,2018,enexis,24194.9,41.3661,125.65
GRIENDTSVEEN,2019,enexis,24375.4,54.6489,125.785
GRIJPSKERK,2010,enexis,139190,1.81022,149.506
GRIJPSKERK,2011,enexis,146292,2.03048,155.842
GRIJPSKERK,2012,enexis,137330,2.6945,147.952
GRIJPSKERK,2013,enexis,159719,4.89482,160.689
GRIJPSKERK,2014,enexis,158959,7.3142,157.037
GRIJPSKERK,2015,enexis,146454,11.032,143.112
GRIJPSKERK,2016,enexis,140441,16.7989,139.85
GRIJPSKERK,2017,enexis,142496,27.4318,140.25
GRIJPSKERK,2018,enexis,166901,39.7216,149.377
GRIJPSKERK,2019,enexis,166466,52.4007,148.8
GROENEKAN,2010,stedin,131601,1.0439,187.309
GROENEKAN,2011,stedin,131683,1.03951,187.269
GROENEKAN,2012,stedin,131629,1.03951,186.97
GROENEKAN,2013,stedin,131611,1.69927,186.353
GROENEKAN,2014,stedin,126271,5.19805,179.176
GROENEKAN,2015,stedin,122296,7.10707,173.686
GROENEKAN,2016,stedin,119606,8.75341,168.208
GROENEKAN,2017,stedin,120655,10.4176,169.69
GROENEKAN,2018,stedin,120044,15.8261,168.951
GROENEKAN,2019,stedin,118967,61.3744,171.111
GROENINGEN,2017,enexis,16110,27.7301,144.835
GROENINGEN,2018,enexis,18412.9,40.1088,159.822
GROENINGEN,2019,enexis,21596.7,52.3641,163.479
GROENLO,2010,liander,440883,0.025641,118.901
GROENLO,2011,liander,440833,0.0255102,118.87
GROENLO,2012,liander,430696,0.067665,114.969
GROENLO,2013,liander,419585,1.96551,112.638
GROENLO,2014,liander,416773,5.48146,110.823
GROENLO,2015,liander,398669,8.3426,106.11
GROENLO,2016,liander,392741,11.4498,104.684
GROENLO,2017,liander,392627,16.0411,104.264
GROENLO,2018,liander,400943,20.5766,106.413
GROENLO,2019,liander,398835,23.3037,105.481
GROESBEEK,2010,liander,753293,0.016747,131.38
GROESBEEK,2011,liander,742535,0.0418976,128.732
GROESBEEK,2012,liander,749900,0.27929,126.759
GROESBEEK,2013,liander,699794,2.77826,117.858
GROESBEEK,2014,liander,693169,6.1264,115.685
GROESBEEK,2015,liander,662131,10.1977,110.308
GROESBEEK,2016,liander,664604,13.4954,108.833
GROESBEEK,2017,liander,651871,17.5834,106.252
GROESBEEK,2018,liander,660753,21.0764,107.543
GROESBEEK,2019,liander,654609,60.8936,105.115
GROESSEN,2010,liander,77175,0.404375,125.84
GROESSEN,2011,liander,76577,0.404375,125.407
GROESSEN,2012,liander,74731,0.375937,121.791
GROESSEN,2013,liander,71045,4.47156,114.824
GROESSEN,2014,liander,70564,8.35594,113.565
GROESSEN,2015,liander,65861,11.2303,105.914
GROESSEN,2016,liander,65021,12.2988,103.536
GROESSEN,2017,liander,64112,14.9847,100.654
GROESSEN,2018,liander,66733,19.1888,101.743
GROESSEN,2019,liander,65802,69.3661,100.292
GROET,2010,liander,60039,0,96.6525
GROET,2011,liander,60384,0,96.9626
GROET,2012,liander,60294,0,96.5903
GROET,2013,liander,57945,2.05,92.9553
GROET,2014,liander,56773,4.26242,91.1852
GROET,2015,liander,54158,7.43242,86.4099
GROET,2016,liander,53690,8.60152,85.3739
GROET,2017,liander,52425,14.7373,83.0977
GROET,2018,liander,51272,16.677,80.2292
GROET,2019,liander,51453,66.9412,80.0057
GROLLOO,2010,enexis,54616,1.31356,215.8
GROLLOO,2011,enexis,55226,1.51203,217.973
GROLLOO,2012,enexis,52148,2.10436,205.393
GROLLOO,2013,enexis,52735,4.25882,203.068
GROLLOO,2014,enexis,50490,7.01159,194.793
GROLLOO,2015,enexis,49034,10.8513,189.291
GROLLOO,2016,enexis,48342,16.2991,190.25
GROLLOO,2017,enexis,48822,26.2916,191.371
GROLLOO,2018,enexis,51401.2,38.3026,185.327
GROLLOO,2019,enexis,50529.2,49.0511,182.103
GRONINGEN,2010,enexis,7.27282e+06,2.36069,102.125
GRONINGEN,2011,enexis,7.44125e+06,2.63623,103.987
GRONINGEN,2012,enexis,7.40447e+06,3.33149,102.04
GRONINGEN,2013,enexis,7.55258e+06,5.67271,99.5486
GRONINGEN,2014,enexis,7.3803e+06,7.85625,97.2192
GRONINGEN,2015,enexis,7.18898e+06,11.4385,94.4883
GRONINGEN,2016,enexis,6.91060e+06,17.491,90.6207
GRONINGEN,2017,enexis,6.92482e+06,28.7442,90.5166
GRONINGEN,2018,enexis,7.43897e+06,41.9513,98.2735
GRONINGEN,2019,enexis,7.37838e+06,56.1316,97.3397
GRONSVELD,2010,enexis,170422,1.61818,151.335
GRONSVELD,2011,enexis,166830,1.96392,148.491
GRONSVELD,2012,enexis,165067,2.70749,144.845
GRONSVELD,2013,enexis,162158,5.07826,134.347
GRONSVELD,2014,enexis,156977,7.63168,128.446
GRONSVELD,2015,enexis,149893,11.4225,122.826
GRONSVELD,2016,enexis,147927,17.2526,121.378
GRONSVELD,2017,enexis,147561,27.8943,121.423
GRONSVELD,2018,enexis,153277,40.5486,122.787
GRONSVELD,2019,enexis,149678,52.738,120.253
GROOT AMMERS,2010,stedin,2033,0,88.3913
GROOT AMMERS,2011,stedin,2033,0,88.3913
GROOT AMMERS,2012,stedin,2033,0,88.3913
GROOT AMMERS,2013,stedin,2033,0,88.3913
GROOT AMMERS,2014,stedin,1684,8.7,73.2174
GROOT AMMERS,2015,stedin,4910,9.45,72.0648
GROOT AMMERS,2016,stedin,1662,6.25,51.9375
GROOT AMMERS,2017,stedin,1829,9.38,57.1562
GROOT AMMERS,2018,stedin,1894,40.63,59.1875
GROOT AMMERS,2019,stedin,1839,93.75,57.4688
GROOT-AMMERS,2010,stedin,150604,4.63945,100.861
GROOT-AMMERS,2011,stedin,150072,5.13548,99.3497
GROOT-AMMERS,2012,stedin,152656,5.5072,98.1709
GROOT-AMMERS,2013,stedin,155773,5.36461,101.008
GROOT-AMMERS,2014,stedin,150811,9.95658,98.6422
GROOT-AMMERS,2015,stedin,143949,13.7346,96.1247
GROOT-AMMERS,2016,stedin,144516,17.2346,93.712
GROOT-AMMERS,2017,stedin,143948,22.4787,92.2863
GROOT-AMMERS,2018,stedin,141308,25.5269,89.5607
GROOT-AMMERS,2019,stedin,141899,78.9396,89.9344
GROOTEBROEK,2010,liander,327954,0.0765882,100.909
GROOTEBROEK,2011,liander,333254,0.17569,99.7059
GROOTEBROEK,2012,liander,336164,0.245371,100.587
GROOTEBROEK,2013,liander,325975,3.01684,96.3143
GROOTEBROEK,2014,liander,316976,6.71588,92.8842
GROOTEBROEK,2015,liander,307039,11.2407,89.7761
GROOTEBROEK,2016,liander,298380,21.9362,87.1179
GROOTEBROEK,2017,liander,294367,24.8363,85.8712
GROOTEBROEK,2018,liander,290391,27.0977,84.6157
GROOTEBROEK,2019,liander,294519,79.3699,85.4874
GROOTEGAST,2010,enexis,151913,1.90835,143.193
GROOTEGAST,2011,enexis,159756,2.15128,147.338
GROOTEGAST,2012,enexis,158051,2.8903,135.58
GROOTEGAST,2013,enexis,160925,5.24128,135.731
GROOTEGAST,2014,enexis,154889,7.63219,129.886
GROOTEGAST,2015,enexis,150864,11.3085,130.299
GROOTEGAST,2016,enexis,142101,17.3332,117.087
GROOTEGAST,2017,enexis,143631,28.3817,120.073
GROOTEGAST,2018,enexis,174269,41.0897,131.26
GROOTEGAST,2019,enexis,169025,54.3216,128.149
GROOTSCHERMER,2010,liander,36375,0,127.013
GROOTSCHERMER,2011,liander,36149,0,125.729
GROOTSCHERMER,2012,liander,34640,0,119.907
GROOTSCHERMER,2013,liander,33758,0.704615,117.343
GROOTSCHERMER,2014,liander,33635,2.91923,116.927
GROOTSCHERMER,2015,liander,32732,8.37615,112.054
GROOTSCHERMER,2016,liander,32067,10.5254,109.521
GROOTSCHERMER,2017,liander,31470,20.1531,108.258
GROOTSCHERMER,2018,liander,30592,68.5585,104.258
GROOTSCHERMER,2019,liander,31478,69.9823,109.135
GROU,2010,enexis,263881,2.15643,117.446
GROU,2011,enexis,266003,2.53737,118.582
GROU,2012,enexis,270205,3.2599,116.178
GROU,2013,enexis,280439,5.60001,115.019
GROU,2014,enexis,271316,7.86282,110.617
GROU,2015,enexis,270928,11.4903,110.291
GROU,2016,liander,264163,12.8636,107.034
GROU,2017,liander,267120,16.5986,108.13
GROU,2018,liander,270224,19.7463,108.198
GROU,2019,liander,268637,79.3041,107.296
GRUBBENVORST,2010,enexis,226918,1.85647,145.123
GRUBBENVORST,2011,enexis,225136,2.17175,143.613
GRUBBENVORST,2012,enexis,209373,2.91552,132.65
GRUBBENVORST,2013,enexis,215549,5.27594,124.578
GRUBBENVORST,2014,enexis,212349,7.64191,124.19
GRUBBENVORST,2015,enexis,204316,11.3206,119.773
GRUBBENVORST,2016,enexis,195512,17.2889,113.262
GRUBBENVORST,2017,enexis,194797,28.2452,112.833
GRUBBENVORST,2018,enexis,206334,41.0425,120.602
GRUBBENVORST,2019,enexis,201162,54.2839,117.313
GULPEN,2010,enexis,157973,2.01604,129.846
GULPEN,2011,enexis,161273,2.39028,133.809
GULPEN,2012,enexis,169071,3.04514,132.222
GULPEN,2013,enexis,180986,5.40659,132.198
GULPEN,2014,enexis,167131,7.93145,118.843
GULPEN,2015,enexis,158768,11.6615,112.935
GULPEN,2016,enexis,152438,17.6646,108.769
GULPEN,2017,enexis,149859,28.7585,106.769
GULPEN,2018,enexis,167479,41.9055,118.471
GULPEN,2019,enexis,164361,55.2691,115.752
GUTTECOVEN,2010,enexis,58573,1.92826,134.926
GUTTECOVEN,2011,enexis,60614,2.32029,136.92
GUTTECOVEN,2012,enexis,59904,3.07283,134.099
GUTTECOVEN,2013,enexis,62143,5.4085,137.974
GUTTECOVEN,2014,enexis,57141,7.80379,123.047
GUTTECOVEN,2015,enexis,58229,11.4337,129.029
GUTTECOVEN,2016,enexis,56010,17.6492,124.167
GUTTECOVEN,2017,enexis,55585,28.897,124.543
GUTTECOVEN,2018,enexis,57047.8,42.182,126.376
GUTTECOVEN,2019,enexis,54172.1,56.0777,119.489
GYTSJERK,2010,stedin,101061,0.0665957,114.06
GYTSJERK,2011,stedin,100970,0.0665957,112.644
GYTSJERK,2012,stedin,100927,0.0665957,112.402
GYTSJERK,2013,stedin,96131,0.167872,106.947
GYTSJERK,2014,stedin,93289,0.877234,103.517
GYTSJERK,2015,stedin,90006,13.7398,99.7822
GYTSJERK,2016,stedin,88370,16.9034,97.828
GYTSJERK,2017,stedin,90903,24.9315,98.9901
GYTSJERK,2018,stedin,89664,27.4504,97.5446
GYTSJERK,2019,stedin,87668,33.864,97.3313
HAAFTEN,2010,liander,130590,0,139.947
HAAFTEN,2011,liander,128442,0.165273,137.611
HAAFTEN,2012,liander,123542,0.165273,132.414
HAAFTEN,2013,liander,117982,2.91218,124.038
HAAFTEN,2014,liander,119732,8.76821,122.112
HAAFTEN,2015,liander,112349,16.7746,114.153
HAAFTEN,2016,liander,111654,19.2473,112.652
HAAFTEN,2017,liander,109566,22.4402,109.713
HAAFTEN,2018,liander,112174,24.884,109.831
HAAFTEN,2019,liander,113130,85.2295,106.275
HAAKSBERGEN,2010,enexis,950784,1.99292,129.528
HAAKSBERGEN,2011,enexis,972697,2.19134,132.237
HAAKSBERGEN,2012,enexis,971133,2.84817,127.687
HAAKSBERGEN,2013,enexis,1.02772e+06,5.19733,121.192
HAAKSBERGEN,2014,enexis,993055,7.62321,116.387
HAAKSBERGEN,2015,enexis,975146,11.3032,114.148
HAAKSBERGEN,2016,enexis,934123,16.9691,108.401
HAAKSBERGEN,2017,enexis,924605,27.6606,106.881
HAAKSBERGEN,2018,enexis,1.09902e+06,39.8342,129.156
HAAKSBERGEN,2019,enexis,1.06371e+06,52.5681,123.548
HAALDEREN,2010,liander,74719,0,111.738
HAALDEREN,2011,liander,74076,0,107.522
HAALDEREN,2012,liander,74127,0,107.654
HAALDEREN,2013,liander,69224,2.19784,100.529
HAALDEREN,2014,liander,69205,4.42541,100.496
HAALDEREN,2015,liander,68027,7.35189,98.7852
HAALDEREN,2016,liander,66902,10.7968,96.2417
HAALDEREN,2017,liander,65805,14.0914,94.6374
HAALDEREN,2018,liander,67912,17.9065,96.8655
HAALDEREN,2019,liander,66003,22.197,94.1976
HAAREN,2012,enexis,247874,2.61728,134.653
HAAREN,2013,enexis,248974,4.92825,130.738
HAAREN,2014,enexis,238568,7.46084,124.651
HAAREN,2015,enexis,239383,11.164,124.111
HAAREN,2016,enexis,224912,16.5971,113.842
HAAREN,2017,enexis,222146,26.981,109.025
HAAREN,2018,enexis,245405,39.1558,116.677
HAAREN,2019,enexis,244365,51.6839,114.453
HAARLE GEM HELLENDOORN,2010,enexis,107628,1.49019,162.784
HAARLE GEM HELLENDOORN,2011,enexis,118119,1.61366,176.147
HAARLE GEM HELLENDOORN,2012,enexis,111168,2.2523,162.985
HAARLE GEM HELLENDOORN,2013,enexis,113137,4.59494,158.722
HAARLE GEM HELLENDOORN,2014,enexis,106777,7.29734,147.306
HAARLE GEM HELLENDOORN,2015,enexis,102452,11.0937,140.341
HAARLE GEM HELLENDOORN,2016,enexis,96300,16.58,131.413
HAARLE GEM HELLENDOORN,2017,enexis,98397,26.7516,135.024
HAARLE GEM HELLENDOORN,2018,enexis,116908,38.5301,156.26
HAARLE GEM HELLENDOORN,2019,enexis,119253,50.1242,159.783
HAARLEM,2010,liander,6.21956e+06,0.0279643,101.442
HAARLEM,2011,liander,6.16697e+06,0.0557647,99.8737
HAARLEM,2012,liander,6.16042e+06,0.102699,99.1998
HAARLEM,2013,liander,5.94349e+06,2.7041,95.0008
HAARLEM,2014,liander,5.87692e+06,6.23101,93.4582
HAARLEM,2015,liander,5.6582e+06,10.6741,89.8143
HAARLEM,2016,liander,5.50408e+06,14.3182,86.9966
HAARLEM,2017,liander,5.41022e+06,19.266,85.0785
HAARLEM,2018,liander,5.40376e+06,39.3366,84.5584
HAARLEM,2019,liander,5.41346e+06,59.6905,84.1528
HAARLEMMERLIEDE,2010,stedin,14982,1.66667,136.191
HAARLEMMERLIEDE,2011,stedin,14941,1.66667,135.027
HAARLEMMERLIEDE,2012,stedin,14941,1.66667,135.027
HAARLEMMERLIEDE,2013,stedin,14841,1.66667,133.274
HAARLEMMERLIEDE,2014,stedin,17246,3.88833,156.573
HAARLEMMERLIEDE,2015,stedin,15081,9.42667,137.099
HAARLEMMERLIEDE,2016,stedin,14036,12.96,127.642
HAARLEMMERLIEDE,2017,stedin,13924,40.6917,125.905
HAARLEMMERLIEDE,2018,stedin,14181,42.015,127.389
HAARLEMMERLIEDE,2019,stedin,13590,45.75,126.389
HAARLO,2010,liander,25817,0,158.446
HAARLO,2011,liander,25909,0,156.048
HAARLO,2012,liander,28534,0,144.344
HAARLO,2013,liander,27408,3.408,138.457
HAARLO,2014,liander,26260,6.582,130.423
HAARLO,2015,liander,24776,8.73,123.328
HAARLO,2016,liander,24783,9.099,122.641
HAARLO,2017,liander,24598,36.158,121.443
HAARLO,2018,liander,23722,40.613,115.905
HAARLO,2019,liander,23108,80.619,111.516
HAARSTEEG,2010,enexis,91423,1.60295,151.463
HAARSTEEG,2011,enexis,92499,1.74178,152.404
HAARSTEEG,2012,enexis,87704,2.40355,141.161
HAARSTEEG,2013,enexis,87822,4.75358,137.098
HAARSTEEG,2014,enexis,85624,7.32554,133.402
HAARSTEEG,2015,enexis,78946,11.052,121.017
HAARSTEEG,2016,enexis,78160,16.4672,119.772
HAARSTEEG,2017,enexis,76441,26.7481,116.889
HAARSTEEG,2018,enexis,82121.6,39.0206,119.913
HAARSTEEG,2019,enexis,83241,50.996,118.623
HAARZUILENS,2010,stedin,26222,1.67333,157.837
HAARZUILENS,2011,stedin,26035,2.46667,151.144
HAARZUILENS,2012,stedin,26035,2.46667,151.144
HAARZUILENS,2013,stedin,25867,2.75333,149.963
HAARZUILENS,2014,stedin,25363,5.24222,145.126
HAARZUILENS,2015,stedin,23574,6.65556,133.56
HAARZUILENS,2016,stedin,23976,8.58111,135.67
HAARZUILENS,2017,stedin,24331,10.1156,137.598
HAARZUILENS,2018,stedin,24712,11.8533,140.33
HAARZUILENS,2019,stedin,25018,53.7744,143.177
HAASTRECHT,2010,stedin,188657,2.78393,124.061
HAASTRECHT,2011,stedin,188394,2.78393,123.398
HAASTRECHT,2012,stedin,188172,2.82258,122.814
HAASTRECHT,2013,stedin,187896,3.57966,122.506
HAASTRECHT,2014,stedin,190564,7.49844,124.456
HAASTRECHT,2015,stedin,186582,10.6439,121.495
HAASTRECHT,2016,stedin,180586,14.693,114.815
HAASTRECHT,2017,stedin,179793,19.4062,112.446
HAASTRECHT,2018,stedin,179768,23.1297,111.167
HAASTRECHT,2019,stedin,175196,28.0311,110.317
HAELEN,2010,enexis,196930,1.8908,136.041
HAELEN,2011,enexis,191941,2.25661,133.449
HAELEN,2012,enexis,181473,3.02646,124.948
HAELEN,2013,enexis,197418,5.29497,131.213
HAELEN,2014,enexis,196726,7.70314,130.272
HAELEN,2015,enexis,184278,11.4444,119.061
HAELEN,2016,enexis,186881,17.2939,122.55
HAELEN,2017,enexis,184053,28.1751,120.24
HAELEN,2018,enexis,210309,40.6975,130.164
HAELEN,2019,enexis,206616,53.6868,127.815
HAGESTEIN,2010,stedin,52080,2.87043,102.204
HAGESTEIN,2011,stedin,51992,2.83348,101.81
HAGESTEIN,2012,stedin,51961,2.83348,101.671
HAGESTEIN,2013,stedin,51949,3.19304,101.619
HAGESTEIN,2014,stedin,51942,8.61217,101.638
HAGESTEIN,2015,stedin,49738,10.7165,97.6636
HAGESTEIN,2016,stedin,49022,13.2557,97.7336
HAGESTEIN,2017,stedin,48754,21.5257,98.0777
HAGESTEIN,2018,stedin,48601,23.6217,96.0474
HAGESTEIN,2019,stedin,48021,27.3239,95.1339
HAGHORST,2012,enexis,32611,2.60001,122.052
HAGHORST,2013,enexis,33173,4.97838,122.437
HAGHORST,2014,enexis,32295,7.73154,119.258
HAGHORST,2015,enexis,33013,11.6323,127.347
HAGHORST,2016,enexis,30888,17.0921,113.741
HAGHORST,2017,enexis,27323,27.0385,114.359
HAGHORST,2018,enexis,35411.9,39.6948,127.103
HAGHORST,2019,enexis,35003.7,51.6383,124.723
HALER,2010,enexis,26326,1.50252,162.844
HALER,2011,enexis,24723,1.70099,151.259
HALER,2012,enexis,24707,2.32389,147.31
HALER,2013,enexis,24511,4.661,127.232
HALER,2014,enexis,22676,7.58906,116.846
HALER,2015,enexis,22341,11.4655,113.122
HALER,2016,enexis,21673,16.6454,110.774
HALER,2017,enexis,22083,26.5792,111.171
HALER,2018,enexis,38819.5,37.45,233.609
HALER,2019,enexis,39027.4,46.6061,236.441
HALFWEG NH,2010,stedin,119173,0.0701754,123.318
HALFWEG NH,2011,stedin,117677,0.0701754,119.423
HALFWEG NH,2012,stedin,117678,0.0701754,119.261
HALFWEG NH,2013,stedin,113900,0.190536,117.478
HALFWEG NH,2014,stedin,112024,1.24071,115.889
HALFWEG NH,2015,stedin,108548,2.47857,111.86
HALFWEG NH,2016,stedin,106440,3.76589,109.943
HALFWEG NH,2017,stedin,105066,5.44214,108.878
HALFWEG NH,2018,stedin,112836,6.023,103.746
HALFWEG NH,2019,stedin,103446,11.3033,114.082
HALL,2010,liander,53310,0,211.878
HALL,2011,liander,51203,0,201.985
HALL,2012,liander,48552,0.516471,189.944
HALL,2013,liander,46595,2.53235,180.777
HALL,2014,liander,44763,5.12353,171.164
HALL,2015,liander,44116,8.11588,166.321
HALL,2016,liander,42782,16.4824,157.264
HALL,2017,liander,42396,17.6982,154.801
HALL,2018,liander,43750,22.1629,158.978
HALL,2019,liander,42010,25.6676,152.7
HALLE,2010,liander,98145,0,153.638
HALLE,2011,liander,102639,0.0991667,158.74
HALLE,2012,liander,102121,0.225556,156.602
HALLE,2013,liander,95434,2.61583,145.367
HALLE,2014,liander,92743,6.14667,140.5
HALLE,2015,liander,88262,9.80861,133.343
HALLE,2016,liander,88812,11.7203,132.541
HALLE,2017,liander,89419,15.7551,134.386
HALLE,2018,liander,90490,60.8746,136.2
HALLE,2019,liander,88470,62.2873,132.776
HALLUM,2010,stedin,125722,0.175645,123.701
HALLUM,2011,stedin,125722,0.175645,123.701
HALLUM,2012,stedin,125679,0.175645,123.6
HALLUM,2013,stedin,119925,0.563065,117.374
HALLUM,2014,stedin,119398,1.25274,116.818
HALLUM,2015,stedin,115707,4.37903,113.36
HALLUM,2016,stedin,113152,12.8685,110.264
HALLUM,2017,stedin,110610,14.6656,107.957
HALLUM,2018,stedin,108788,17.9694,106.692
HALLUM,2019,stedin,109199,24.292,111.187
HALSTEREN,2010,enexis,475062,2.16374,116.392
HALSTEREN,2011,enexis,472034,2.37723,113.756
HALSTEREN,2012,enexis,440392,3.0815,104.161
HALSTEREN,2013,enexis,442937,5.57683,104.135
HALSTEREN,2014,enexis,440973,7.89936,103.119
HALSTEREN,2015,enexis,420834,11.5509,98.3881
HALSTEREN,2016,enexis,411452,17.4279,95.9433
HALSTEREN,2017,enexis,397516,28.5173,92.4147
HALSTEREN,2018,enexis,416393,41.5338,97.1083
HALSTEREN,2019,enexis,412691,55.268,96.3171
HANDEL,2017,enexis,70957,27.3175,117.686
HANDEL,2018,enexis,87572,39.1574,157.971
HANDEL,2019,enexis,88751,51.217,157.586
HANK,2012,enexis,149732,3.171,120.361
HANK,2013,enexis,149441,5.53125,118.825
HANK,2014,enexis,146644,7.81072,116.924
HANK,2015,enexis,138687,11.478,109.695
HANK,2016,enexis,134966,17.5467,105.635
HANK,2017,enexis,135368,28.8217,105.673
HANK,2018,enexis,142207,42.004,107.607
HANK,2019,enexis,137795,55.9708,103.834
HANTUM,2010,stedin,15914,0,146.14
HANTUM,2011,stedin,15862,0,145.507
HANTUM,2012,stedin,15860,0,145.363
HANTUM,2013,stedin,15285,0,139.348
HANTUM,2014,stedin,14237,1.42857,128.174
HANTUM,2015,stedin,13295,1.95714,117.431
HANTUM,2016,stedin,14263,4.71,131.86
HANTUM,2017,stedin,13967,8.50857,127.469
HANTUM,2018,stedin,14023,10.4129,129.592
HANTUM,2019,stedin,12492,15.06,113.947
HANTUMERUITBUREN,2010,stedin,2455,0,53.3696
HANTUMERUITBUREN,2011,stedin,2455,0,53.3696
HANTUMERUITBUREN,2012,stedin,2455,0,53.3696
HANTUMERUITBUREN,2013,stedin,2368,0,51.4783
HANTUMERUITBUREN,2014,stedin,2328,0,50.6087
HANTUMERUITBUREN,2015,stedin,2275,0,49.4565
HANTUMERUITBUREN,2016,stedin,2235,4.35,48.587
HANTUMERUITBUREN,2017,stedin,2275,4.35,49.4565
HANTUMERUITBUREN,2018,stedin,2250,4.35,48.913
HANTUMERUITBUREN,2019,stedin,2321,4.35,50.4565
HANTUMHUIZEN,2010,stedin,9649,0,157.944
HANTUMHUIZEN,2011,stedin,9649,0,157.944
HANTUMHUIZEN,2012,stedin,9649,0,157.944
HANTUMHUIZEN,2013,stedin,9272,0,150.234
HANTUMHUIZEN,2014,stedin,8841,0,142.886
HANTUMHUIZEN,2015,stedin,8377,0,134.123
HANTUMHUIZEN,2016,stedin,8070,3.92,125.37
HANTUMHUIZEN,2017,stedin,9611,9.05667,149.516
HANTUMHUIZEN,2018,stedin,8295,11.88,129.952
HANTUMHUIZEN,2019,stedin,8338,18.2433,133.454
HAPERT,2017,enexis,213414,26.3992,106.059
HAPERT,2018,enexis,243711,38.2423,120.687
HAPERT,2019,enexis,256474,50.4914,127.275
HAPS,2017,enexis,111243,28.4601,118.027
HAPS,2018,enexis,118043,41.4247,123.572
HAPS,2019,enexis,117101,54.5881,122.453
HARDERWIJK,2010,liander,1.56088e+06,1.34312,106.181
HARDERWIJK,2011,liander,1.56704e+06,1.54108,105.679
HARDERWIJK,2012,liander,1.5073e+06,1.71377,101.1
HARDERWIJK,2013,liander,1.46786e+06,3.16472,98.3953
HARDERWIJK,2014,liander,1.44511e+06,7.36141,96.2995
HARDERWIJK,2015,liander,1.39817e+06,8.97774,92.8544
HARDERWIJK,2016,liander,1.39284e+06,11.1559,92.3226
HARDERWIJK,2017,liander,1.40971e+06,18.1304,93.1084
HARDERWIJK,2018,liander,1.43689e+06,79.9812,93.6382
HARDERWIJK,2019,liander,1.41831e+06,81.0118,90.8449
HARDINXVELD GIESSENDAM,2010,stedin,1424,0,79.1111
HARDINXVELD GIESSENDAM,2011,stedin,4008,28.57,65.9229
HARDINXVELD GIESSENDAM,2012,stedin,4008,28.57,65.9229
HARDINXVELD GIESSENDAM,2013,stedin,4008,28.57,65.9229
HARDINXVELD GIESSENDAM,2014,stedin,4440,28.57,71.4558
HARDINXVELD GIESSENDAM,2015,stedin,4210,30.61,68.441
HARDINXVELD GIESSENDAM,2016,stedin,3854,34.125,59.0397
HARDINXVELD GIESSENDAM,2017,stedin,3619,33.075,55.9782
HARDINXVELD GIESSENDAM,2018,stedin,3732,38.46,58.1128
HARDINXVELD GIESSENDAM,2019,stedin,2316,81.82,35.0909
HARDINXVELD-GIESSENDAM,2010,stedin,495532,2.48655,87.4097
HARDINXVELD-GIESSENDAM,2011,stedin,498715,2.50968,87.2389
HARDINXVELD-GIESSENDAM,2012,stedin,498198,2.72452,86.4976
HARDINXVELD-GIESSENDAM,2013,stedin,496312,3.09541,86.0805
HARDINXVELD-GIESSENDAM,2014,stedin,492933,6.2459,84.9541
HARDINXVELD-GIESSENDAM,2015,stedin,471323,9.4082,80.7511
HARDINXVELD-GIESSENDAM,2016,stedin,475131,12.366,81.0777
HARDINXVELD-GIESSENDAM,2017,stedin,470410,18.811,79.8974
HARDINXVELD-GIESSENDAM,2018,stedin,478187,38.0279,79.7456
HARDINXVELD-GIESSENDAM,2019,stedin,462323,78.4514,81.0841
HAREN GN,2010,enexis,1.0659e+06,1.64079,177.172
HAREN GN,2011,enexis,1.0977e+06,1.76567,180.263
HAREN GN,2012,enexis,1.08281e+06,2.37827,175.019
HAREN GN,2013,enexis,1.09713e+06,4.64842,171.372
HAREN GN,2014,enexis,1.05394e+06,7.16826,163.515
HAREN GN,2015,enexis,1.02127e+06,10.8884,158.154
HAREN GN,2016,enexis,962403,16.4922,151.101
HAREN GN,2017,enexis,988537,26.8957,152.445
HAREN GN,2018,enexis,1.05248e+06,39.194,157.22
HAREN GN,2019,enexis,1.04234e+06,51.6212,153.803
HAREN NB,2010,enexis,36730,1.44697,169.494
HAREN NB,2011,enexis,36651,1.74907,168.605
HAREN NB,2012,enexis,34857,2.44922,159.751
HAREN NB,2013,enexis,33843,4.81217,154.062
HAREN NB,2014,enexis,33062,7.31048,150.64
HAREN NB,2015,enexis,31781,11.0733,144.314
HAREN NB,2016,enexis,30316,16.8113,137.261
