city,years,c_per_conn_cut,c_per_conn_cut_count,companies
WEIDUM,2016,70,1,liander
WEIDUM,2016,90,1,liander
WEIDUM,2016,110,3,liander
WEIDUM,2016,130,2,liander
WEIDUM,2016,170,3,liander
WEIDUM,2016,190,1,liander
WEIDUM,2017,30,1,liander
WEIDUM,2017,70,1,liander
WEIDUM,2017,90,1,liander
WEIDUM,2017,110,3,liander
WEIDUM,2017,130,2,liander
WEIDUM,2017,170,3,liander
WEIDUM,2017,190,1,liander
WEIDUM,2018,30,1,liander
WEIDUM,2018,50,1,liander
WEIDUM,2018,90,1,liander
WEIDUM,2018,110,3,liander
WEIDUM,2018,130,2,liander
WEIDUM,2018,170,2,liander
WEIDUM,2018,190,2,liander
WEIDUM,2019,30,1,liander
WEIDUM,2019,70,1,liander
WEIDUM,2019,90,2,liander
WEIDUM,2019,110,3,liander
WEIDUM,2019,130,1,liander
WEIDUM,2019,150,1,liander
WEIDUM,2019,170,2,liander
WEIDUM,2019,190,1,liander
WEITEVEEN,2010,50,2,enexis
WEITEVEEN,2010,70,2,enexis
WEITEVEEN,2010,90,8,enexis
WEITEVEEN,2010,110,4,enexis
WEITEVEEN,2010,130,2,enexis
WEITEVEEN,2010,150,3,enexis
WEITEVEEN,2010,170,1,enexis
WEITEVEEN,2010,190,8,enexis
WEITEVEEN,2011,50,2,enexis
WEITEVEEN,2011,70,2,enexis
WEITEVEEN,2011,90,8,enexis
WEITEVEEN,2011,110,5,enexis
WEITEVEEN,2011,130,1,enexis
WEITEVEEN,2011,150,2,enexis
WEITEVEEN,2011,170,3,enexis
WEITEVEEN,2011,190,7,enexis
WEITEVEEN,2012,50,2,enexis
WEITEVEEN,2012,70,3,enexis
WEITEVEEN,2012,90,6,enexis
WEITEVEEN,2012,110,6,enexis
WEITEVEEN,2012,130,2,enexis
WEITEVEEN,2012,150,2,enexis
WEITEVEEN,2012,170,2,enexis
WEITEVEEN,2012,190,7,enexis
WEITEVEEN,2013,50,4,enexis
WEITEVEEN,2013,70,2,enexis
WEITEVEEN,2013,90,8,enexis
WEITEVEEN,2013,110,2,enexis
WEITEVEEN,2013,130,3,enexis
WEITEVEEN,2013,150,2,enexis
WEITEVEEN,2013,170,2,enexis
WEITEVEEN,2013,190,8,enexis
WEITEVEEN,2014,50,4,enexis
WEITEVEEN,2014,70,3,enexis
WEITEVEEN,2014,90,8,enexis
WEITEVEEN,2014,110,1,enexis
WEITEVEEN,2014,130,3,enexis
WEITEVEEN,2014,150,2,enexis
WEITEVEEN,2014,170,3,enexis
WEITEVEEN,2014,190,7,enexis
WEITEVEEN,2015,50,4,enexis
WEITEVEEN,2015,70,4,enexis
WEITEVEEN,2015,90,7,enexis
WEITEVEEN,2015,110,2,enexis
WEITEVEEN,2015,130,2,enexis
WEITEVEEN,2015,150,2,enexis
WEITEVEEN,2015,170,3,enexis
WEITEVEEN,2015,190,7,enexis
WEITEVEEN,2016,50,5,enexis
WEITEVEEN,2016,70,3,enexis
WEITEVEEN,2016,90,7,enexis
WEITEVEEN,2016,110,3,enexis
WEITEVEEN,2016,130,1,enexis
WEITEVEEN,2016,150,3,enexis
WEITEVEEN,2016,170,1,enexis
WEITEVEEN,2016,190,7,enexis
WEITEVEEN,2017,50,4,enexis
WEITEVEEN,2017,70,3,enexis
WEITEVEEN,2017,90,8,enexis
WEITEVEEN,2017,110,3,enexis
WEITEVEEN,2017,130,2,enexis
WEITEVEEN,2017,150,2,enexis
WEITEVEEN,2017,170,4,enexis
WEITEVEEN,2017,190,6,enexis
WEITEVEEN,2018,50,4,enexis
WEITEVEEN,2018,70,3,enexis
WEITEVEEN,2018,90,6,enexis
WEITEVEEN,2018,110,4,enexis
WEITEVEEN,2018,130,5,enexis
WEITEVEEN,2018,150,2,enexis
WEITEVEEN,2018,170,5,enexis
WEITEVEEN,2018,190,6,enexis
WEITEVEEN,2019,50,4,enexis
WEITEVEEN,2019,70,4,enexis
WEITEVEEN,2019,90,5,enexis
WEITEVEEN,2019,110,7,enexis
WEITEVEEN,2019,130,3,enexis
WEITEVEEN,2019,150,4,enexis
WEITEVEEN,2019,170,3,enexis
WEITEVEEN,2019,190,5,enexis
WEKEROM,2010,50,1,liander
WEKEROM,2010,70,1,liander
WEKEROM,2010,90,5,liander
WEKEROM,2010,110,5,liander
WEKEROM,2010,130,5,liander
WEKEROM,2010,150,4,liander
WEKEROM,2010,190,10,liander
WEKEROM,2011,50,1,liander
WEKEROM,2011,70,2,liander
WEKEROM,2011,90,4,liander
WEKEROM,2011,110,6,liander
WEKEROM,2011,130,3,liander
WEKEROM,2011,150,4,liander
WEKEROM,2011,170,1,liander
WEKEROM,2011,190,10,liander
WEKEROM,2012,50,1,liander
WEKEROM,2012,70,2,liander
WEKEROM,2012,90,5,liander
WEKEROM,2012,110,6,liander
WEKEROM,2012,130,2,liander
WEKEROM,2012,150,4,liander
WEKEROM,2012,170,1,liander
WEKEROM,2012,190,11,liander
WEKEROM,2013,50,1,liander
WEKEROM,2013,70,2,liander
WEKEROM,2013,90,8,liander
WEKEROM,2013,110,4,liander
WEKEROM,2013,130,3,liander
WEKEROM,2013,150,2,liander
WEKEROM,2013,170,4,liander
WEKEROM,2013,190,9,liander
WEKEROM,2014,30,1,liander
WEKEROM,2014,50,1,liander
WEKEROM,2014,70,4,liander
WEKEROM,2014,90,7,liander
WEKEROM,2014,110,4,liander
WEKEROM,2014,130,3,liander
WEKEROM,2014,150,2,liander
WEKEROM,2014,170,3,liander
WEKEROM,2014,190,8,liander
WEKEROM,2015,30,1,liander
WEKEROM,2015,50,2,liander
WEKEROM,2015,70,5,liander
WEKEROM,2015,90,7,liander
WEKEROM,2015,110,5,liander
WEKEROM,2015,130,3,liander
WEKEROM,2015,150,3,liander
WEKEROM,2015,170,1,liander
WEKEROM,2015,190,8,liander
WEKEROM,2016,30,1,liander
WEKEROM,2016,50,2,liander
WEKEROM,2016,70,6,liander
WEKEROM,2016,90,8,liander
WEKEROM,2016,110,4,liander
WEKEROM,2016,130,3,liander
WEKEROM,2016,150,3,liander
WEKEROM,2016,170,1,liander
WEKEROM,2016,190,7,liander
WEKEROM,2017,30,1,liander
WEKEROM,2017,50,2,liander
WEKEROM,2017,70,6,liander
WEKEROM,2017,90,10,liander
WEKEROM,2017,110,5,liander
WEKEROM,2017,130,3,liander
WEKEROM,2017,150,2,liander
WEKEROM,2017,190,8,liander
WEKEROM,2018,30,1,liander
WEKEROM,2018,50,3,liander
WEKEROM,2018,70,8,liander
WEKEROM,2018,90,7,liander
WEKEROM,2018,110,5,liander
WEKEROM,2018,130,5,liander
WEKEROM,2018,150,1,liander
WEKEROM,2018,170,2,liander
WEKEROM,2018,190,6,liander
WEKEROM,2019,30,1,liander
WEKEROM,2019,50,3,liander
WEKEROM,2019,70,8,liander
WEKEROM,2019,90,8,liander
WEKEROM,2019,110,4,liander
WEKEROM,2019,130,4,liander
WEKEROM,2019,150,4,liander
WEKEROM,2019,190,7,liander
WELL GLD,2010,50,2,liander
WELL GLD,2010,70,2,liander
WELL GLD,2010,90,2,liander
WELL GLD,2010,110,2,liander
WELL GLD,2010,130,2,liander
WELL GLD,2010,150,3,liander
WELL GLD,2010,170,4,liander
WELL GLD,2010,190,2,liander
WELL GLD,2011,50,2,liander
WELL GLD,2011,70,1,liander
WELL GLD,2011,90,4,liander
WELL GLD,2011,110,1,liander
WELL GLD,2011,130,3,liander
WELL GLD,2011,150,2,liander
WELL GLD,2011,170,6,liander
WELL GLD,2011,190,1,liander
WELL GLD,2012,50,2,liander
WELL GLD,2012,70,2,liander
WELL GLD,2012,90,3,liander
WELL GLD,2012,110,2,liander
WELL GLD,2012,130,2,liander
WELL GLD,2012,150,4,liander
WELL GLD,2012,170,5,liander
WELL GLD,2013,50,3,liander
WELL GLD,2013,70,1,liander
WELL GLD,2013,90,4,liander
WELL GLD,2013,110,3,liander
WELL GLD,2013,130,2,liander
WELL GLD,2013,150,2,liander
WELL GLD,2013,170,4,liander
WELL GLD,2013,190,2,liander
WELL GLD,2014,30,1,liander
WELL GLD,2014,50,1,liander
WELL GLD,2014,70,1,liander
WELL GLD,2014,90,3,liander
WELL GLD,2014,110,5,liander
WELL GLD,2014,130,2,liander
WELL GLD,2014,150,4,liander
WELL GLD,2014,170,3,liander
WELL GLD,2014,190,1,liander
WELL GLD,2015,30,1,liander
WELL GLD,2015,50,1,liander
WELL GLD,2015,70,2,liander
WELL GLD,2015,90,5,liander
WELL GLD,2015,110,3,liander
WELL GLD,2015,130,4,liander
WELL GLD,2015,150,2,liander
WELL GLD,2015,170,3,liander
WELL GLD,2016,30,1,liander
WELL GLD,2016,50,2,liander
WELL GLD,2016,70,2,liander
WELL GLD,2016,90,5,liander
WELL GLD,2016,110,3,liander
WELL GLD,2016,130,2,liander
WELL GLD,2016,150,5,liander
WELL GLD,2016,170,1,liander
WELL GLD,2017,30,1,liander
WELL GLD,2017,50,2,liander
WELL GLD,2017,70,3,liander
WELL GLD,2017,90,5,liander
WELL GLD,2017,110,2,liander
WELL GLD,2017,130,2,liander
WELL GLD,2017,150,3,liander
WELL GLD,2017,170,2,liander
WELL GLD,2017,190,1,liander
WELL GLD,2018,30,1,liander
WELL GLD,2018,50,2,liander
WELL GLD,2018,70,1,liander
WELL GLD,2018,90,7,liander
WELL GLD,2018,110,1,liander
WELL GLD,2018,130,5,liander
WELL GLD,2018,150,1,liander
WELL GLD,2018,170,2,liander
WELL GLD,2018,190,1,liander
WELL GLD,2019,30,1,liander
WELL GLD,2019,50,2,liander
WELL GLD,2019,70,2,liander
WELL GLD,2019,90,6,liander
WELL GLD,2019,110,2,liander
WELL GLD,2019,130,3,liander
WELL GLD,2019,150,2,liander
WELL GLD,2019,170,2,liander
WELL GLD,2019,190,1,liander
WELL L,2019,30,2,enexis
WELL L,2019,50,4,enexis
WELL L,2019,70,4,enexis
WELL L,2019,90,8,enexis
WELL L,2019,110,6,enexis
WELL L,2019,130,6,enexis
WELL L,2019,150,6,enexis
WELL L,2019,170,4,enexis
WELL L,2019,190,4,enexis
WELL LB,2010,50,3,enexis
WELL LB,2010,70,3,enexis
WELL LB,2010,110,9,enexis
WELL LB,2010,130,8,enexis
WELL LB,2010,150,7,enexis
WELL LB,2010,170,2,enexis
WELL LB,2010,190,17,enexis
WELL LB,2011,30,1,enexis
WELL LB,2011,50,2,enexis
WELL LB,2011,70,3,enexis
WELL LB,2011,110,9,enexis
WELL LB,2011,130,7,enexis
WELL LB,2011,150,10,enexis
WELL LB,2011,170,2,enexis
WELL LB,2011,190,15,enexis
WELL LB,2012,30,2,enexis
WELL LB,2012,50,2,enexis
WELL LB,2012,70,3,enexis
WELL LB,2012,90,5,enexis
WELL LB,2012,110,10,enexis
WELL LB,2012,130,5,enexis
WELL LB,2012,150,8,enexis
WELL LB,2012,170,4,enexis
WELL LB,2012,190,11,enexis
WELL LB,2013,30,2,enexis
WELL LB,2013,50,4,enexis
WELL LB,2013,70,1,enexis
WELL LB,2013,90,7,enexis
WELL LB,2013,110,9,enexis
WELL LB,2013,130,6,enexis
WELL LB,2013,150,7,enexis
WELL LB,2013,170,6,enexis
WELL LB,2013,190,9,enexis
WELL LB,2014,30,2,enexis
WELL LB,2014,50,3,enexis
WELL LB,2014,70,3,enexis
WELL LB,2014,90,7,enexis
WELL LB,2014,110,10,enexis
WELL LB,2014,130,5,enexis
WELL LB,2014,150,6,enexis
WELL LB,2014,170,6,enexis
WELL LB,2014,190,9,enexis
WELL LB,2015,30,2,enexis
WELL LB,2015,50,3,enexis
WELL LB,2015,70,5,enexis
WELL LB,2015,90,8,enexis
WELL LB,2015,110,7,enexis
WELL LB,2015,130,8,enexis
WELL LB,2015,150,4,enexis
WELL LB,2015,170,5,enexis
WELL LB,2015,190,9,enexis
WELL LB,2016,30,2,enexis
WELL LB,2016,50,3,enexis
WELL LB,2016,70,5,enexis
WELL LB,2016,90,8,enexis
WELL LB,2016,110,7,enexis
WELL LB,2016,130,7,enexis
WELL LB,2016,150,6,enexis
WELL LB,2016,170,7,enexis
WELL LB,2016,190,6,enexis
WELL LB,2017,30,2,enexis
WELL LB,2017,50,3,enexis
WELL LB,2017,70,5,enexis
WELL LB,2017,90,7,enexis
WELL LB,2017,110,10,enexis
WELL LB,2017,130,10,enexis
WELL LB,2017,150,3,enexis
WELL LB,2017,170,6,enexis
WELL LB,2017,190,5,enexis
WELL LB,2018,30,2,enexis
WELL LB,2018,50,2,enexis
WELL LB,2018,70,4,enexis
WELL LB,2018,90,7,enexis
WELL LB,2018,110,12,enexis
WELL LB,2018,130,10,enexis
WELL LB,2018,150,4,enexis
WELL LB,2018,170,8,enexis
WELL LB,2018,190,7,enexis
WELL LB,2019,110,3,enexis
WELL LB,2019,130,3,enexis
WELL LB,2019,150,1,enexis
WELL LB,2019,170,3,enexis
WELL LB,2019,190,2,enexis
WELLERLOOI,2010,70,1,enexis
WELLERLOOI,2010,90,4,enexis
WELLERLOOI,2010,110,6,enexis
WELLERLOOI,2010,130,2,enexis
WELLERLOOI,2010,150,3,enexis
WELLERLOOI,2010,170,3,enexis
WELLERLOOI,2010,190,5,enexis
WELLERLOOI,2011,70,1,enexis
WELLERLOOI,2011,90,4,enexis
WELLERLOOI,2011,110,5,enexis
WELLERLOOI,2011,130,5,enexis
WELLERLOOI,2011,150,1,enexis
WELLERLOOI,2011,170,3,enexis
WELLERLOOI,2011,190,5,enexis
WELLERLOOI,2012,50,2,enexis
WELLERLOOI,2012,70,3,enexis
WELLERLOOI,2012,90,2,enexis
WELLERLOOI,2012,110,6,enexis
WELLERLOOI,2012,130,4,enexis
WELLERLOOI,2012,170,2,enexis
WELLERLOOI,2012,190,5,enexis
WELLERLOOI,2013,50,2,enexis
WELLERLOOI,2013,70,4,enexis
WELLERLOOI,2013,90,6,enexis
WELLERLOOI,2013,110,2,enexis
WELLERLOOI,2013,130,3,enexis
WELLERLOOI,2013,150,1,enexis
WELLERLOOI,2013,170,1,enexis
WELLERLOOI,2013,190,6,enexis
WELLERLOOI,2014,50,2,enexis
WELLERLOOI,2014,70,3,enexis
WELLERLOOI,2014,90,7,enexis
WELLERLOOI,2014,110,2,enexis
WELLERLOOI,2014,130,3,enexis
WELLERLOOI,2014,170,3,enexis
WELLERLOOI,2014,190,5,enexis
WELLERLOOI,2015,50,2,enexis
WELLERLOOI,2015,70,6,enexis
WELLERLOOI,2015,90,5,enexis
WELLERLOOI,2015,110,3,enexis
WELLERLOOI,2015,130,1,enexis
WELLERLOOI,2015,170,3,enexis
WELLERLOOI,2015,190,5,enexis
WELLERLOOI,2016,50,2,enexis
WELLERLOOI,2016,70,6,enexis
WELLERLOOI,2016,90,5,enexis
WELLERLOOI,2016,110,3,enexis
WELLERLOOI,2016,130,1,enexis
WELLERLOOI,2016,150,1,enexis
WELLERLOOI,2016,170,3,enexis
WELLERLOOI,2016,190,4,enexis
WELLERLOOI,2017,50,2,enexis
WELLERLOOI,2017,70,7,enexis
WELLERLOOI,2017,90,5,enexis
WELLERLOOI,2017,110,2,enexis
WELLERLOOI,2017,130,1,enexis
WELLERLOOI,2017,150,1,enexis
WELLERLOOI,2017,170,1,enexis
WELLERLOOI,2017,190,6,enexis
WELLERLOOI,2018,50,2,enexis
WELLERLOOI,2018,70,4,enexis
WELLERLOOI,2018,90,5,enexis
WELLERLOOI,2018,110,2,enexis
WELLERLOOI,2018,130,3,enexis
WELLERLOOI,2018,150,1,enexis
WELLERLOOI,2018,170,1,enexis
WELLERLOOI,2018,190,10,enexis
WELLERLOOI,2019,50,3,enexis
WELLERLOOI,2019,70,5,enexis
WELLERLOOI,2019,90,3,enexis
WELLERLOOI,2019,110,4,enexis
WELLERLOOI,2019,130,1,enexis
WELLERLOOI,2019,170,3,enexis
WELLERLOOI,2019,190,9,enexis
WELSUM,2010,70,1,enexis
WELSUM,2010,90,1,enexis
WELSUM,2010,130,3,enexis
WELSUM,2010,150,2,enexis
WELSUM,2010,170,2,enexis
WELSUM,2010,190,4,enexis
WELSUM,2011,70,2,enexis
WELSUM,2011,90,1,enexis
WELSUM,2011,130,2,enexis
WELSUM,2011,150,2,enexis
WELSUM,2011,170,1,enexis
WELSUM,2011,190,5,enexis
WELSUM,2012,70,2,enexis
WELSUM,2012,90,1,enexis
WELSUM,2012,130,2,enexis
WELSUM,2012,150,2,enexis
WELSUM,2012,170,1,enexis
WELSUM,2012,190,5,enexis
WELSUM,2013,70,2,enexis
WELSUM,2013,90,1,enexis
WELSUM,2013,110,1,enexis
WELSUM,2013,130,2,enexis
WELSUM,2013,150,2,enexis
WELSUM,2013,170,1,enexis
WELSUM,2013,190,4,enexis
WELSUM,2014,70,2,enexis
WELSUM,2014,90,1,enexis
WELSUM,2014,110,1,enexis
WELSUM,2014,130,3,enexis
WELSUM,2014,150,1,enexis
WELSUM,2014,170,2,enexis
WELSUM,2014,190,3,enexis
WELSUM,2015,50,1,enexis
WELSUM,2015,70,1,enexis
WELSUM,2015,90,1,enexis
WELSUM,2015,110,1,enexis
WELSUM,2015,130,2,enexis
WELSUM,2015,150,3,enexis
WELSUM,2015,170,1,enexis
WELSUM,2015,190,3,enexis
WELSUM,2016,70,3,enexis
WELSUM,2016,90,1,enexis
WELSUM,2016,110,1,enexis
WELSUM,2016,130,5,enexis
WELSUM,2016,170,1,enexis
WELSUM,2016,190,2,enexis
WELSUM,2017,70,3,enexis
WELSUM,2017,110,3,enexis
WELSUM,2017,130,4,enexis
WELSUM,2017,150,1,enexis
WELSUM,2017,170,1,enexis
WELSUM,2017,190,2,enexis
WELSUM,2018,70,2,enexis
WELSUM,2018,90,1,enexis
WELSUM,2018,110,3,enexis
WELSUM,2018,130,1,enexis
WELSUM,2018,150,4,enexis
WELSUM,2018,190,3,enexis
WELSUM,2019,70,2,enexis
WELSUM,2019,110,4,enexis
WELSUM,2019,130,3,enexis
WELSUM,2019,150,3,enexis
WELSUM,2019,190,3,enexis
WENUM WIESEL,2010,30,1,liander
WENUM WIESEL,2010,50,1,liander
WENUM WIESEL,2010,70,1,liander
WENUM WIESEL,2010,90,2,liander
WENUM WIESEL,2010,110,6,liander
WENUM WIESEL,2010,130,4,liander
WENUM WIESEL,2010,150,4,liander
WENUM WIESEL,2010,170,3,liander
WENUM WIESEL,2010,190,24,liander
WENUM WIESEL,2011,30,1,liander
WENUM WIESEL,2011,50,1,liander
WENUM WIESEL,2011,70,2,liander
WENUM WIESEL,2011,90,2,liander
WENUM WIESEL,2011,110,5,liander
WENUM WIESEL,2011,130,5,liander
WENUM WIESEL,2011,150,3,liander
WENUM WIESEL,2011,170,3,liander
WENUM WIESEL,2011,190,24,liander
WENUM WIESEL,2012,30,1,liander
WENUM WIESEL,2012,50,1,liander
WENUM WIESEL,2012,70,1,liander
WENUM WIESEL,2012,90,3,liander
WENUM WIESEL,2012,110,5,liander
WENUM WIESEL,2012,130,7,liander
WENUM WIESEL,2012,150,3,liander
WENUM WIESEL,2012,170,3,liander
WENUM WIESEL,2012,190,22,liander
WENUM WIESEL,2013,30,1,liander
WENUM WIESEL,2013,50,1,liander
WENUM WIESEL,2013,70,1,liander
WENUM WIESEL,2013,90,3,liander
WENUM WIESEL,2013,110,7,liander
WENUM WIESEL,2013,130,5,liander
WENUM WIESEL,2013,150,4,liander
WENUM WIESEL,2013,170,2,liander
WENUM WIESEL,2013,190,22,liander
WENUM WIESEL,2014,30,1,liander
WENUM WIESEL,2014,50,1,liander
WENUM WIESEL,2014,70,1,liander
WENUM WIESEL,2014,90,5,liander
WENUM WIESEL,2014,110,5,liander
WENUM WIESEL,2014,130,7,liander
WENUM WIESEL,2014,150,1,liander
WENUM WIESEL,2014,170,6,liander
WENUM WIESEL,2014,190,19,liander
WENUM WIESEL,2015,30,1,liander
WENUM WIESEL,2015,50,1,liander
WENUM WIESEL,2015,70,1,liander
WENUM WIESEL,2015,90,6,liander
WENUM WIESEL,2015,110,6,liander
WENUM WIESEL,2015,130,5,liander
WENUM WIESEL,2015,150,3,liander
WENUM WIESEL,2015,170,4,liander
WENUM WIESEL,2015,190,19,liander
WENUM WIESEL,2016,30,1,liander
WENUM WIESEL,2016,50,1,liander
WENUM WIESEL,2016,70,1,liander
WENUM WIESEL,2016,90,8,liander
WENUM WIESEL,2016,110,6,liander
WENUM WIESEL,2016,130,3,liander
WENUM WIESEL,2016,150,6,liander
WENUM WIESEL,2016,170,4,liander
WENUM WIESEL,2016,190,17,liander
WENUM WIESEL,2017,30,1,liander
WENUM WIESEL,2017,50,1,liander
WENUM WIESEL,2017,70,1,liander
WENUM WIESEL,2017,90,9,liander
WENUM WIESEL,2017,110,6,liander
WENUM WIESEL,2017,130,2,liander
WENUM WIESEL,2017,150,7,liander
WENUM WIESEL,2017,170,4,liander
WENUM WIESEL,2017,190,16,liander
WENUM WIESEL,2018,30,1,liander
WENUM WIESEL,2018,50,1,liander
WENUM WIESEL,2018,70,1,liander
WENUM WIESEL,2018,90,8,liander
WENUM WIESEL,2018,110,5,liander
WENUM WIESEL,2018,130,6,liander
WENUM WIESEL,2018,150,6,liander
WENUM WIESEL,2018,170,2,liander
WENUM WIESEL,2018,190,17,liander
WENUM WIESEL,2019,30,1,liander
WENUM WIESEL,2019,50,1,liander
WENUM WIESEL,2019,70,1,liander
WENUM WIESEL,2019,90,9,liander
WENUM WIESEL,2019,110,5,liander
WENUM WIESEL,2019,130,5,liander
WENUM WIESEL,2019,150,6,liander
WENUM WIESEL,2019,170,3,liander
WENUM WIESEL,2019,190,16,liander
WERGEA,2010,50,3,enexis
WERGEA,2010,70,5,enexis
WERGEA,2010,90,7,enexis
WERGEA,2010,110,2,enexis
WERGEA,2010,130,5,enexis
WERGEA,2010,150,5,enexis
WERGEA,2010,170,1,enexis
WERGEA,2010,190,7,enexis
WERGEA,2011,50,3,enexis
WERGEA,2011,70,6,enexis
WERGEA,2011,90,7,enexis
WERGEA,2011,110,2,enexis
WERGEA,2011,130,5,enexis
WERGEA,2011,150,4,enexis
WERGEA,2011,170,2,enexis
WERGEA,2011,190,6,enexis
WERGEA,2012,50,4,enexis
WERGEA,2012,70,8,enexis
WERGEA,2012,90,5,enexis
WERGEA,2012,110,3,enexis
WERGEA,2012,130,5,enexis
WERGEA,2012,150,2,enexis
WERGEA,2012,170,3,enexis
WERGEA,2012,190,5,enexis
WERGEA,2013,30,1,enexis
WERGEA,2013,50,4,enexis
WERGEA,2013,70,7,enexis
WERGEA,2013,90,6,enexis
WERGEA,2013,110,3,enexis
WERGEA,2013,130,6,enexis
WERGEA,2013,150,3,enexis
WERGEA,2013,170,2,enexis
WERGEA,2013,190,4,enexis
WERGEA,2014,30,1,enexis
WERGEA,2014,50,4,enexis
WERGEA,2014,70,9,enexis
WERGEA,2014,90,3,enexis
WERGEA,2014,110,4,enexis
WERGEA,2014,130,6,enexis
WERGEA,2014,150,3,enexis
WERGEA,2014,170,2,enexis
WERGEA,2014,190,4,enexis
WERGEA,2015,30,2,enexis
WERGEA,2015,50,5,enexis
WERGEA,2015,70,7,enexis
WERGEA,2015,90,5,enexis
WERGEA,2015,110,3,enexis
WERGEA,2015,130,7,enexis
WERGEA,2015,150,1,enexis
WERGEA,2015,170,3,enexis
WERGEA,2015,190,2,enexis
WERGEA,2016,30,2,liander
WERGEA,2016,50,6,liander
WERGEA,2016,70,6,liander
WERGEA,2016,90,6,liander
WERGEA,2016,110,3,liander
WERGEA,2016,130,5,liander
WERGEA,2016,150,1,liander
WERGEA,2016,170,2,liander
WERGEA,2016,190,4,liander
WERGEA,2017,30,2,liander
WERGEA,2017,50,4,liander
WERGEA,2017,70,8,liander
WERGEA,2017,90,5,liander
WERGEA,2017,110,6,liander
WERGEA,2017,130,3,liander
WERGEA,2017,150,1,liander
WERGEA,2017,170,2,liander
WERGEA,2017,190,4,liander
WERGEA,2018,30,1,liander
WERGEA,2018,50,7,liander
WERGEA,2018,70,8,liander
WERGEA,2018,90,3,liander
WERGEA,2018,110,6,liander
WERGEA,2018,130,5,liander
WERGEA,2018,170,1,liander
WERGEA,2018,190,5,liander
WERGEA,2019,30,1,liander
WERGEA,2019,50,7,liander
WERGEA,2019,70,9,liander
WERGEA,2019,90,3,liander
WERGEA,2019,110,5,liander
WERGEA,2019,130,5,liander
WERGEA,2019,150,2,liander
WERGEA,2019,190,4,liander
WERKENDAM,2012,10,1,enexis
WERKENDAM,2012,30,10,enexis
WERKENDAM,2012,50,20,enexis
WERKENDAM,2012,70,28,enexis
WERKENDAM,2012,90,30,enexis
WERKENDAM,2012,110,41,enexis
WERKENDAM,2012,130,27,enexis
WERKENDAM,2012,150,17,enexis
WERKENDAM,2012,170,11,enexis
WERKENDAM,2012,190,31,enexis
WERKENDAM,2013,10,1,enexis
WERKENDAM,2013,30,10,enexis
WERKENDAM,2013,50,19,enexis
WERKENDAM,2013,70,28,enexis
WERKENDAM,2013,90,30,enexis
WERKENDAM,2013,110,43,enexis
WERKENDAM,2013,130,27,enexis
WERKENDAM,2013,150,20,enexis
WERKENDAM,2013,170,10,enexis
WERKENDAM,2013,190,31,enexis
WERKENDAM,2014,10,1,enexis
WERKENDAM,2014,30,10,enexis
WERKENDAM,2014,50,28,enexis
WERKENDAM,2014,70,28,enexis
WERKENDAM,2014,90,36,enexis
WERKENDAM,2014,110,38,enexis
WERKENDAM,2014,130,29,enexis
WERKENDAM,2014,150,13,enexis
WERKENDAM,2014,170,12,enexis
WERKENDAM,2014,190,24,enexis
WERKENDAM,2015,10,2,enexis
WERKENDAM,2015,30,12,enexis
WERKENDAM,2015,50,27,enexis
WERKENDAM,2015,70,36,enexis
WERKENDAM,2015,90,42,enexis
WERKENDAM,2015,110,35,enexis
WERKENDAM,2015,130,25,enexis
WERKENDAM,2015,150,11,enexis
WERKENDAM,2015,170,8,enexis
WERKENDAM,2015,190,21,enexis
WERKENDAM,2016,10,1,enexis
WERKENDAM,2016,30,16,enexis
WERKENDAM,2016,50,27,enexis
WERKENDAM,2016,70,41,enexis
WERKENDAM,2016,90,40,enexis
WERKENDAM,2016,110,36,enexis
WERKENDAM,2016,130,25,enexis
WERKENDAM,2016,150,6,enexis
WERKENDAM,2016,170,9,enexis
WERKENDAM,2016,190,19,enexis
WERKENDAM,2017,10,2,enexis
WERKENDAM,2017,30,15,enexis
WERKENDAM,2017,50,32,enexis
WERKENDAM,2017,70,37,enexis
WERKENDAM,2017,90,49,enexis
WERKENDAM,2017,110,33,enexis
WERKENDAM,2017,130,16,enexis
WERKENDAM,2017,150,11,enexis
WERKENDAM,2017,170,8,enexis
WERKENDAM,2017,190,19,enexis
WERKENDAM,2018,10,2,enexis
WERKENDAM,2018,30,13,enexis
WERKENDAM,2018,50,31,enexis
WERKENDAM,2018,70,32,enexis
WERKENDAM,2018,90,54,enexis
WERKENDAM,2018,110,40,enexis
WERKENDAM,2018,130,23,enexis
WERKENDAM,2018,150,5,enexis
WERKENDAM,2018,170,8,enexis
WERKENDAM,2018,190,25,enexis
WERKENDAM,2019,10,4,enexis
WERKENDAM,2019,30,11,enexis
WERKENDAM,2019,50,33,enexis
WERKENDAM,2019,70,33,enexis
WERKENDAM,2019,90,57,enexis
WERKENDAM,2019,110,33,enexis
WERKENDAM,2019,130,20,enexis
WERKENDAM,2019,150,8,enexis
WERKENDAM,2019,170,9,enexis
WERKENDAM,2019,190,25,enexis
WERKHOVEN,2010,30,3,stedin
WERKHOVEN,2010,50,5,stedin
WERKHOVEN,2010,70,4,stedin
WERKHOVEN,2010,90,5,stedin
WERKHOVEN,2010,110,8,stedin
WERKHOVEN,2010,130,4,stedin
WERKHOVEN,2010,150,3,stedin
WERKHOVEN,2010,170,1,stedin
WERKHOVEN,2010,190,7,stedin
WERKHOVEN,2011,30,3,stedin
WERKHOVEN,2011,50,5,stedin
