city,years,companies,smartmeter_perc,annual_consume_lowtarif_perc,annual_consume
HOLWERD,2014,liander,5.00395,33.7742,187.415
HOLWERD,2015,liander,5.85256,33.9263,171.781
HOLWERD,2016,liander,8.09455,36.3677,173.227
HOLWERD,2017,liander,11.2439,37.9236,171.161
HOLWERD,2018,liander,14.008,38.9741,169.99
HOLWERD,2019,liander,18.4041,41.6693,166.412
HOLWIERDE,2010,enexis,0,32.0833,119.197
HOLWIERDE,2011,enexis,0,30.9615,126.969
HOLWIERDE,2012,enexis,0.423077,30.6538,126.724
HOLWIERDE,2013,enexis,3.25,30.7857,129.067
HOLWIERDE,2014,enexis,5.58621,31.5862,139.474
HOLWIERDE,2015,enexis,9.48276,32.3448,131.651
HOLWIERDE,2016,enexis,18.5517,33.6207,126.955
HOLWIERDE,2017,enexis,26.4333,35.9333,127.863
HOLWIERDE,2018,enexis,62.0722,44.3144,147.864
HOLWIERDE,2019,enexis,70.07,45.3394,143.842
HOMMERTS,2010,liander,0,31.2531,87.303
HOMMERTS,2011,liander,0,40.9477,85.767
HOMMERTS,2012,liander,0,40.1485,87.344
HOMMERTS,2013,liander,2.97308,41.5923,85.214
HOMMERTS,2014,liander,4.40923,43.8654,86.101
HOMMERTS,2015,liander,7.37923,44.3323,85.744
HOMMERTS,2016,liander,10.7577,45.4377,80.365
HOMMERTS,2017,liander,35.5415,59.5831,75.996
HOMMERTS,2018,liander,40.5685,62.6992,73.491
HOMMERTS,2019,liander,43.6646,64.5008,72.749
HOMOET,2010,liander,0,63.155,26.234
HOMOET,2011,liander,0,71.05,26.804
HOMOET,2012,liander,0,64.66,22.11
HOMOET,2013,liander,4.905,65.31,25.051
HOMOET,2014,liander,2.275,68.72,23.941
HOMOET,2015,liander,2.275,68.72,26.412
HOMOET,2016,liander,20.19,79.81,26.604
HOMOET,2017,liander,22.46,76.87,19.453
HOMOET,2018,liander,26.98,75.19,16.746
HOMOET,2019,liander,36.445,78.13,16.187
HOOFDDORP,2010,liander,0,30.9356,5952.22
HOOFDDORP,2011,liander,0,34.6565,5940.82
HOOFDDORP,2012,liander,0.0496513,34.376,5921.64
HOOFDDORP,2013,liander,1.53605,34.9259,5863.57
HOOFDDORP,2014,liander,3.03996,34.9696,5748.92
HOOFDDORP,2015,liander,5.1012,35.5206,5522.38
HOOFDDORP,2016,liander,14.6701,43.4582,5468.1
HOOFDDORP,2017,liander,18.3466,45.4234,5384.83
HOOFDDORP,2018,liander,21.4432,46.789,5202.11
HOOFDDORP,2019,liander,42.15,58.0842,5121.09
HOOG KEPPEL,2010,liander,0,42.8563,39.511
HOOG KEPPEL,2011,liander,0,46.9311,48.317
HOOG KEPPEL,2012,liander,0,48.2614,37.51
HOOG KEPPEL,2013,liander,2.04833,47.8033,29.602
HOOG SOEREN,2010,liander,0,34.4789,58.168
HOOG SOEREN,2011,liander,0,46.0933,57.465
HOOG SOEREN,2012,liander,0,45.1433,58.474
HOOG SOEREN,2013,liander,0.716667,45.7422,55.439
HOOG SOEREN,2014,liander,3.30111,46.7111,57.623
HOOG SOEREN,2015,liander,5.51222,47.0811,54.126
HOOG SOEREN,2016,liander,8.24,46.9756,56.963
HOOG SOEREN,2017,liander,11.2622,48.1022,54.69
HOOG SOEREN,2018,liander,16.08,51.49,52.505
HOOG SOEREN,2019,liander,58.7311,72.1022,53.615
HOOG-KEPPEL,2010,liander,0,48.2525,28.013
HOOG-KEPPEL,2011,liander,0,53.625,30.949
HOOG-KEPPEL,2012,liander,0.595,51.1267,42.908
HOOG-KEPPEL,2013,liander,0.907143,51.1129,48.176
HOOG-KEPPEL,2014,liander,2.54333,51.9442,66.199
HOOG-KEPPEL,2015,liander,3.50667,52.3475,66.737
HOOG-KEPPEL,2016,liander,5.43,52.9233,65.689
HOOG-KEPPEL,2017,liander,8.64417,55.515,65.533
HOOG-KEPPEL,2018,liander,66.1067,81.1342,63.91
HOOG-KEPPEL,2019,liander,68.73,80.66,60.083
HOOGBLOKLAND,2010,stedin,0.467143,94.3629,148.126
HOOGBLOKLAND,2011,stedin,0.467143,94.4514,148.218
HOOGBLOKLAND,2012,stedin,0.467143,94.485,147.711
HOOGBLOKLAND,2013,stedin,1.08821,94.3182,147.171
HOOGBLOKLAND,2014,stedin,4.21393,93.8643,145.824
HOOGBLOKLAND,2015,stedin,9.19643,93.4804,139.73
HOOGBLOKLAND,2016,stedin,12.0896,92.4629,132.454
HOOGBLOKLAND,2017,stedin,22.4246,93.1632,133.87
HOOGBLOKLAND,2018,stedin,25.2582,93.5379,133.101
HOOGBLOKLAND,2019,stedin,29.9111,94.6825,134.667
HOOGE MIERDE,2010,enexis,0,48.12,199.709
HOOGE MIERDE,2011,enexis,0,47.9231,203.528
HOOGE MIERDE,2012,enexis,1.88462,48.5769,199.501
HOOGE MIERDE,2013,enexis,6.96429,49.3571,201.907
HOOGE MIERDE,2014,enexis,9.85714,35.8571,199.451
HOOGE MIERDE,2015,enexis,14.4643,35.0714,194.664
HOOGE MIERDE,2016,enexis,17.4643,37.2857,198.443
HOOGE MIERDE,2017,enexis,22.75,38.6429,201.281
HOOGE MIERDE,2018,enexis,54.7681,47.3094,270.146
HOOGE MIERDE,2019,enexis,57.9505,48.1416,275.428
HOOGE ZWALUWE,2010,enexis,0,29.7857,132.889
HOOGE ZWALUWE,2011,enexis,1.1,30.9,152.966
HOOGE ZWALUWE,2012,enexis,3.53333,31.6333,161.363
HOOGE ZWALUWE,2013,enexis,6.54839,32.3871,174.215
HOOGE ZWALUWE,2014,enexis,9.125,26.6875,186.209
HOOGE ZWALUWE,2015,enexis,13.8125,28.125,181.582
HOOGE ZWALUWE,2016,enexis,16.375,27.8125,198.381
HOOGE ZWALUWE,2017,enexis,20.5625,30.125,194.433
HOOGE ZWALUWE,2018,enexis,25.4753,31.9453,232.219
HOOGE ZWALUWE,2019,enexis,78.7378,50.9081,225.005
HOOGELOON,2010,enexis,0,43.7955,310.43
HOOGELOON,2011,enexis,0,45.25,314.721
HOOGELOON,2012,enexis,0.909091,44.9318,321.648
HOOGELOON,2013,enexis,4.25,46.0455,315.288
HOOGELOON,2014,enexis,7.56818,32.2273,312.25
HOOGELOON,2015,enexis,10.9318,31.9545,304.299
HOOGELOON,2016,enexis,80.9333,52.1556,314.25
HOOGELOON,2017,enexis,82.2444,50.8444,309.782
HOOGELOON,2018,enexis,83.6106,49.5819,338.361
HOOGELOON,2019,enexis,84.314,50.9489,335.652
HOOGENWEG,2010,enexis,0,40.5,37.378
HOOGENWEG,2011,enexis,0,38.5,34.223
HOOGENWEG,2012,enexis,0.8,38.8,43.895
HOOGENWEG,2013,enexis,5.4,40.6,42.425
HOOGENWEG,2014,enexis,7.4,42.2,40.167
HOOGENWEG,2015,enexis,13.2,43.4,37.11
HOOGENWEG,2016,enexis,18.2,43,36.496
HOOGENWEG,2017,enexis,92.2,48.4,35.996
HOOGENWEG,2018,enexis,81.214,47.522,92.531
HOOGENWEG,2019,enexis,81.659,47.181,92.0727
HOOGERHEIDE,2010,enexis,0.0274725,39.2033,888.228
HOOGERHEIDE,2011,enexis,0.451613,40.9355,918.202
HOOGERHEIDE,2012,enexis,2.76471,40.7059,912.556
HOOGERHEIDE,2013,enexis,5.10582,41.8148,914.785
HOOGERHEIDE,2014,enexis,10.3402,29.6598,931.241
HOOGERHEIDE,2015,enexis,14.4072,29.933,900.198
HOOGERHEIDE,2016,enexis,16.6528,29.9689,877.131
HOOGERHEIDE,2017,enexis,23.6995,31.9016,848.62
HOOGERHEIDE,2018,enexis,82.0419,50.545,891.491
HOOGERHEIDE,2019,enexis,84.0364,49.8746,878.968
HOOGERSMILDE,2010,enexis,0.178571,30.8571,156.394
HOOGERSMILDE,2011,enexis,0.178571,31.1786,151.226
HOOGERSMILDE,2012,enexis,3.31034,31.1034,158.239
HOOGERSMILDE,2013,enexis,6.625,32.6875,183.293
HOOGERSMILDE,2014,enexis,9.34375,34.25,182.708
HOOGERSMILDE,2015,enexis,19.9375,33.7188,169.583
HOOGERSMILDE,2016,enexis,24.3125,37.5938,165.371
HOOGERSMILDE,2017,enexis,31.375,37.5625,159.068
HOOGERSMILDE,2018,enexis,34.2382,38.4047,171.333
HOOGERSMILDE,2019,enexis,37.3829,39.5326,166.388
HOOGEVEEN,2010,enexis,0,47.6552,130.615
HOOGEVEEN,2011,enexis,0,46.4194,139.739
HOOGEVEEN,2012,enexis,0.0882353,42.5,153.578
HOOGEVEEN,2013,enexis,1.97436,43.5385,176.3
HOOGEVEEN,2014,enexis,4.87179,43.7436,176.125
HOOGEVEEN,2015,enexis,7.51282,43.1538,169.496
HOOGEVEEN,2016,enexis,10.4103,42.5641,169.323
HOOGEVEEN,2017,enexis,17.275,43.575,165.625
HOOGEVEEN,2018,enexis,22.1524,43.449,178.905
HOOGEVEEN,2019,enexis,27.9012,44.5188,175.256
HOOGEZAND,2010,enexis,0,25.3753,1639.34
HOOGEZAND,2011,enexis,0.00686499,25.1121,1660.71
HOOGEZAND,2012,enexis,0.238095,24.4195,1688.52
HOOGEZAND,2013,enexis,2.40179,25.1295,1676.01
HOOGEZAND,2014,enexis,4.59152,26.2232,1645.87
HOOGEZAND,2015,enexis,7.87333,27.2,1614.85
HOOGEZAND,2016,enexis,14.2173,28.1486,1576.77
HOOGEZAND,2017,enexis,20.0554,28.5965,1535.15
HOOGEZAND,2018,enexis,24.6863,29.6623,1589.97
HOOGEZAND,2019,enexis,76.3798,46.3875,1564.1
HOOGHALEN,2010,enexis,0,37.7037,179.727
HOOGHALEN,2011,enexis,0.321429,37.4643,196.617
HOOGHALEN,2012,enexis,1.14286,37.4643,200.052
HOOGHALEN,2013,enexis,11.2759,37.4483,211.038
HOOGHALEN,2014,enexis,29.3793,39.2414,205.251
HOOGHALEN,2015,enexis,64.4483,48.2414,203.368
HOOGHALEN,2016,enexis,66.1724,47,191.082
HOOGHALEN,2017,enexis,72.3929,45.4286,179.182
HOOGHALEN,2018,enexis,70.9881,45.6969,200.266
HOOGHALEN,2019,enexis,84.8406,47.6375,194.896
HOOGKARSPEL,2010,liander,0.0332911,29.8734,747.748
HOOGKARSPEL,2011,liander,0.0326708,35.327,776.172
HOOGKARSPEL,2012,liander,0.0637267,35.1851,772.63
HOOGKARSPEL,2013,liander,2.22217,35.73,759.724
HOOGKARSPEL,2014,liander,4.56612,35.5683,718.154
HOOGKARSPEL,2015,liander,6.56329,36.3171,704.649
HOOGKARSPEL,2016,liander,14.7622,44.1187,702.986
HOOGKARSPEL,2017,liander,20.0571,47.3824,683.063
HOOGKARSPEL,2018,liander,22.5085,48.851,687.902
HOOGKARSPEL,2019,liander,65.2461,77.8905,682.18
HOOGLAND,2010,stedin,1.09749,76.5003,952.486
HOOGLAND,2011,stedin,1.09126,76.4659,953.697
HOOGLAND,2012,stedin,1.08295,76.4982,955.539
HOOGLAND,2013,stedin,2.18705,76.8601,974.054
HOOGLAND,2014,stedin,4.88548,78.036,953.137
HOOGLAND,2015,stedin,9.29014,79.1869,906.317
HOOGLAND,2016,stedin,12.2467,79.709,888.447
HOOGLAND,2017,stedin,76.2127,94.2681,871.349
HOOGLAND,2018,stedin,81.3276,95.7133,856.285
HOOGLAND,2019,stedin,84.6334,96.6091,823.185
HOOGLANDERVEEN,2010,stedin,35.1471,86.9458,293.721
HOOGLANDERVEEN,2011,stedin,32.309,87.6869,303.939
HOOGLANDERVEEN,2012,stedin,31.375,88.2469,311.065
HOOGLANDERVEEN,2013,stedin,32.9676,89.1624,304.216
HOOGLANDERVEEN,2014,stedin,35.7945,89.3442,333.177
HOOGLANDERVEEN,2015,stedin,37.9449,88.9805,318.773
HOOGLANDERVEEN,2016,stedin,40.0341,89.3318,333.676
HOOGLANDERVEEN,2017,stedin,65.1182,93.2501,344.358
HOOGLANDERVEEN,2018,stedin,76.1115,96.3627,391.088
HOOGLANDERVEEN,2019,stedin,86.8343,97.3138,301.808
HOOGMADE,2010,liander,0,70.935,199.033
HOOGMADE,2011,liander,0,72.7721,198.929
HOOGMADE,2012,liander,0,72.5821,195.593
HOOGMADE,2013,liander,0.951053,73.1303,188.617
HOOGMADE,2014,liander,2.87026,72.5558,193.485
HOOGMADE,2015,liander,5.65632,72.9561,185.791
HOOGMADE,2016,liander,7.79359,73.6026,189.356
HOOGMADE,2017,liander,9.48923,73.9769,188.644
HOOGMADE,2018,liander,14.2365,74.23,195.954
HOOGMADE,2019,liander,66.577,85.7102,197.857
HOOGVLIET ROTTERDAM,2010,stedin,5.11257,91.7208,2040.21
HOOGVLIET ROTTERDAM,2011,stedin,5.47677,91.7792,2047
HOOGVLIET ROTTERDAM,2012,stedin,5.95954,91.8257,2084.47
HOOGVLIET ROTTERDAM,2013,stedin,7.44401,91.7785,2089.45
HOOGVLIET ROTTERDAM,2014,stedin,9.47211,91.7193,2089.17
HOOGVLIET ROTTERDAM,2015,stedin,12.2473,91.5515,2006.17
HOOGVLIET ROTTERDAM,2016,stedin,14.9647,91.4159,1969.91
HOOGVLIET ROTTERDAM,2017,stedin,24.0914,92.3647,1949.01
HOOGVLIET ROTTERDAM,2018,stedin,71.3034,95.725,1995.06
HOOGVLIET ROTTERDAM,2019,stedin,78.6494,97.0259,1798.72
HOOGWOUD,2010,liander,0,37.8821,473.968
HOOGWOUD,2011,liander,0.172247,43.1404,480.162
HOOGWOUD,2012,liander,0.308876,42.0807,473.971
HOOGWOUD,2013,liander,2.40629,43.6504,467.841
HOOGWOUD,2014,liander,5.61191,44.3076,446.087
HOOGWOUD,2015,liander,8.23989,45.0512,429.647
HOOGWOUD,2016,liander,12.9544,49.6044,414.346
HOOGWOUD,2017,liander,20.2479,54.3271,401.487
HOOGWOUD,2018,liander,68.4835,80.814,389.572
HOOGWOUD,2019,liander,69.052,81.3913,381.802
HOORN NH,2010,liander,0.0266186,23.6723,4685.1
HOORN NH,2011,liander,0.060546,28.1448,4737.59
HOORN NH,2012,liander,0.0907075,28.0534,4687.91
HOORN NH,2013,liander,1.63974,28.8827,4606.57
HOORN NH,2014,liander,4.29559,29.7556,4564.67
HOORN NH,2015,liander,8.45239,32.4309,4332.49
HOORN NH,2016,liander,17.9512,42.0148,4213.75
HOORN NH,2017,liander,23.8597,46.3153,4111.31
HOORN NH,2018,liander,26.0271,47.565,3989.61
HOORN NH,2019,liander,28.8263,49.3563,3886.97
HOORN TERSCHELLING,2010,liander,0,18.5642,69.315
HOORN TERSCHELLING,2011,liander,0,26.3062,73.885
HOORN TERSCHELLING,2012,liander,0,26.1008,73.621
HOORN TERSCHELLING,2013,liander,0,24.135,84.207
HOORN TERSCHELLING,2014,liander,5.73813,27.1019,86.406
HOORN TERSCHELLING,2015,liander,8.72125,28.2306,83.222
HOORN TERSCHELLING,2016,liander,9.65875,29.8587,81.524
HOORN TERSCHELLING,2017,liander,14.4975,34.585,75.292
HOORN TERSCHELLING,2018,liander,16.2556,35.9862,73.201
HOORN TERSCHELLING,2019,liander,36.2225,49.38,74.139
HOORNAAR,2010,stedin,3.86364,93.8909,172.975
HOORNAAR,2011,stedin,6.39706,94.0865,178.131
HOORNAAR,2012,stedin,6.39706,94.1215,176.292
HOORNAAR,2013,stedin,6.80971,94.3012,174.312
HOORNAAR,2014,stedin,12.5383,94.22,182.478
HOORNAAR,2015,stedin,21.0714,94.335,174.152
HOORNAAR,2016,stedin,23.2711,93.7531,170.317
HOORNAAR,2017,stedin,30.9033,94.2061,166.684
HOORNAAR,2018,stedin,33.8775,93.9567,158.615
HOORNAAR,2019,stedin,36.7717,95.6831,158.845
HOORNSTERZWAAG,2010,liander,0,38.192,124.281
HOORNSTERZWAAG,2011,liander,0,49.09,128.165
HOORNSTERZWAAG,2012,liander,0,48.8965,126.853
HOORNSTERZWAAG,2013,liander,1.0725,50.1225,131.218
HOORNSTERZWAAG,2014,liander,4.72889,60.5161,128.327
HOORNSTERZWAAG,2015,liander,7.99056,63.1328,133.48
HOORNSTERZWAAG,2016,liander,11.8556,64.6694,134.174
HOORNSTERZWAAG,2017,liander,26.925,68.407,127.115
HOORNSTERZWAAG,2018,liander,28.2515,69.134,125.552
HOORNSTERZWAAG,2019,liander,31.535,70.167,124.364
HORN,2010,enexis,0,50.3881,342.853
HORN,2011,enexis,1.11594,50.1304,351.918
HORN,2012,enexis,6.18571,50.0286,365.704
HORN,2013,enexis,8.70667,49.6267,392.781
HORN,2014,enexis,14.84,49.9067,382.297
HORN,2015,enexis,16.96,50.1467,369.29
HORN,2016,enexis,18.16,50.2933,362.745
HORN,2017,enexis,23.52,50.4667,353.616
HORN,2018,enexis,28.0589,50.4027,393.264
HORN,2019,enexis,31.9996,50.4839,378.92
HORNHUIZEN,2010,enexis,0,42.3333,21.641
HORNHUIZEN,2011,enexis,1.33333,41.6667,20.183
HORNHUIZEN,2012,enexis,1.33333,40,26.632
HORNHUIZEN,2013,enexis,2.33333,40,23.964
HORNHUIZEN,2014,enexis,10,40.6667,22.806
HORNHUIZEN,2015,enexis,11,40.3333,21.51
HORNHUIZEN,2016,enexis,18.6667,45.3333,23.006
HORNHUIZEN,2017,enexis,25,43.3333,29.425
HORNHUIZEN,2018,enexis,34.6117,36.68,61.2002
HORNHUIZEN,2019,enexis,36.7267,37.8817,62.2876
HORSSEN,2010,liander,0,42.4053,276.744
HORSSEN,2011,liander,0,49.2443,286.66
HORSSEN,2012,liander,0,44.2333,298.258
HORSSEN,2013,liander,1.586,46.9883,282.776
HORSSEN,2014,liander,4.56385,47.3597,266.42
HORSSEN,2015,liander,7.92154,47.791,257.742
HORSSEN,2016,liander,9.71923,51.3021,253.019
HORSSEN,2017,liander,14.13,53.4092,241.421
HORSSEN,2018,liander,18.162,54.563,281.314
HORSSEN,2019,liander,72.7225,82.5825,270.03
HORST,2010,enexis,0,47.7143,1202.99
HORST,2011,enexis,1.03404,47.6596,1289.2
HORST,2012,enexis,4.65833,47.6042,1376.14
HORST,2013,enexis,10.4274,47.7097,1441.52
HORST,2014,enexis,16.28,48.3,1430.24
HORST,2015,enexis,20.243,48.7689,1376.4
HORST,2016,enexis,23.2598,49.0079,1357
HORST,2017,enexis,27.3228,49.2047,1342.26
HORST,2018,enexis,30.8708,49.2888,1460.05
HORST,2019,enexis,64.6086,51.6693,1449.67
HOUTEN,2010,stedin,3.79958,80.0667,4024.28
HOUTEN,2011,stedin,3.88881,80.2149,4122.67
HOUTEN,2012,stedin,4.43639,80.5035,4241.88
HOUTEN,2013,stedin,5.44105,80.9965,4104.51
HOUTEN,2014,stedin,15.8779,89.3985,3985.84
HOUTEN,2015,stedin,19.0621,89.7666,3849.96
HOUTEN,2016,stedin,79.7907,96.4185,3790.73
HOUTEN,2017,stedin,84.9307,97.1596,3765.58
HOUTEN,2018,stedin,84.7224,97.026,3747.83
HOUTEN,2019,stedin,88.5003,97.9656,3450.11
HOUTIGEHAGE,2010,liander,0,24.5209,95.507
HOUTIGEHAGE,2011,liander,0,32.7295,94.522
HOUTIGEHAGE,2012,liander,0.183333,33.3176,88.797
HOUTIGEHAGE,2013,liander,3.09429,34.3729,86.76
HOUTIGEHAGE,2014,liander,6.05857,30.1971,85.405
HOUTIGEHAGE,2015,liander,7.91136,34.7205,91.096
HOUTIGEHAGE,2016,liander,11.5205,37.5427,91.895
HOUTIGEHAGE,2017,liander,14.2327,39.405,89.405
HOUTIGEHAGE,2018,liander,18.2652,42.0752,91.77
HOUTIGEHAGE,2019,liander,24.6183,45.8191,87.89
HOUWERZIJL,2010,enexis,0,35.25,26.695
HOUWERZIJL,2011,enexis,0,33,26.738
HOUWERZIJL,2012,enexis,0.75,32.5,31.778
HOUWERZIJL,2013,enexis,6.5,35,30.685
HOUWERZIJL,2014,enexis,9.75,35.75,29.075
HOUWERZIJL,2015,enexis,12,37,38.11
HOUWERZIJL,2016,enexis,8.33333,31.6667,9.82
HOUWERZIJL,2017,enexis,19.75,45.25,41.596
HOUWERZIJL,2018,enexis,25.204,40.112,38.7012
HOUWERZIJL,2019,enexis,26.874,39.762,38.8622
HUIJBERGEN,2010,enexis,0.238095,41.1905,234.997
HUIJBERGEN,2011,enexis,0.627907,41.9535,247.846
HUIJBERGEN,2012,enexis,3.65116,42.0465,245.182
HUIJBERGEN,2013,enexis,6.39535,43.814,239.149
HUIJBERGEN,2014,enexis,10.4884,35.0465,233.014
HUIJBERGEN,2015,enexis,14.6744,34.4651,223.874
HUIJBERGEN,2016,enexis,16.9767,35.093,222.138
HUIJBERGEN,2017,enexis,22.6512,36.2326,211.241
HUIJBERGEN,2018,enexis,77.1075,52.282,268.928
HUIJBERGEN,2019,enexis,78.2984,51.5053,269.189
HUIS TER HEIDE DR,2010,enexis,0,41.5,13.765
HUIS TER HEIDE DR,2011,enexis,0,41.5,13.728
HUIS TER HEIDE DR,2012,enexis,0,40,13.326
HUIS TER HEIDE DR,2013,enexis,0,42,14.894
HUIS TER HEIDE DR,2014,enexis,0,42,15.676
HUIS TER HEIDE DR,2015,enexis,4.5,40.5,15.971
HUIS TER HEIDE DR,2016,enexis,7,41,15.467
HUIS TER HEIDE DR,2017,enexis,9.5,40,15.286
HUIS TER HEIDE DR,2018,enexis,19.7725,42.1275,36.1194
HUIS TER HEIDE DR,2019,enexis,22.0225,41.9025,34.686
HUIS TER HEIDE UT,2010,stedin,2.50906,74.5934,189.415
HUIS TER HEIDE UT,2011,stedin,6.33457,76.9929,202.903
HUIS TER HEIDE UT,2012,stedin,6.32417,77.5325,215.201
HUIS TER HEIDE UT,2013,stedin,7.88842,78.5937,231.756
HUIS TER HEIDE UT,2014,stedin,15.4622,81.267,228.943
HUIS TER HEIDE UT,2015,stedin,24.0967,82.1137,232.273
HUIS TER HEIDE UT,2016,stedin,24.2973,82.339,262.729
HUIS TER HEIDE UT,2017,stedin,58.4594,88.1482,267.422
HUIS TER HEIDE UT,2018,stedin,66.3818,88.937,263.002
HUIS TER HEIDE UT,2019,stedin,81.1169,94.6951,176.902
HUISDUINEN,2010,liander,0,30.3821,76.244
HUISDUINEN,2011,liander,0,33.525,75.045
HUISDUINEN,2012,liander,0,34.8521,74.65
HUISDUINEN,2013,liander,2.54429,35.5671,75.572
HUISDUINEN,2014,liander,5.11214,38.3586,72.241
HUISDUINEN,2015,liander,5.95857,36.7357,69.691
HUISDUINEN,2016,liander,6.50071,39.7107,73.331
HUISDUINEN,2017,liander,23.166,52.6753,78.649
HUISDUINEN,2018,liander,26.9273,53.786,74.579
HUISDUINEN,2019,liander,29.4167,55.99,72.962
HUISSELING,2018,enexis,20.225,45.7463,56.8587
HUISSELING,2019,enexis,24.6988,44.2537,55.8964
HUISSEN,2010,liander,0.0278133,28.0045,2006.02
HUISSEN,2011,liander,0.134987,36.2371,2027.32
HUISSEN,2012,liander,0.357781,35.7963,2034.96
HUISSEN,2013,liander,2.49625,36.6261,1975.27
HUISSEN,2014,liander,8.24909,38.5169,1937.28
HUISSEN,2015,liander,10.6166,40.6459,1881.23
HUISSEN,2016,liander,15.7388,45.0786,1855.59
HUISSEN,2017,liander,21.4872,48.5696,1843.83
HUISSEN,2018,liander,24.1983,49.9333,1792.26
HUISSEN,2019,liander,27.9816,51.423,1743.74
HUIZEN,2010,liander,0.0325941,26.1881,4637.36
HUIZEN,2011,liander,0.0587747,29.7957,4698.06
HUIZEN,2012,liander,0.635503,29.8141,4629.8
HUIZEN,2013,liander,1.73744,30.6499,4646.16
HUIZEN,2014,liander,3.73297,31.4723,4539.91
HUIZEN,2015,liander,9.42263,34.246,4365.33
HUIZEN,2016,liander,42.3565,60.1312,4287.01
HUIZEN,2017,liander,58.1146,71.4527,4185.32
HUIZEN,2018,liander,59.9904,72.5621,4097.66
HUIZEN,2019,liander,62.2411,73.78,3949.15
HUIZINGE,2010,enexis,0,31,32
HUIZINGE,2011,enexis,0,31.6,32.342
HUIZINGE,2012,enexis,0,30.2,32.796
HUIZINGE,2013,enexis,2.8,32.8,38.57
HUIZINGE,2014,enexis,7,33.6,35.019
HUIZINGE,2015,enexis,10,34,32.034
HUIZINGE,2016,enexis,47.2,47.6,31.36
HUIZINGE,2017,enexis,49.6,45.4,36.161
HUIZINGE,2018,enexis,53.0983,43.3517,40.7755
HUIZINGE,2019,enexis,53.0983,43.0983,39.8227
HULSBERG,2010,enexis,0,49.125,393.602
HULSBERG,2011,enexis,0.416667,49.2976,406.514
HULSBERG,2012,enexis,4.4023,49.2644,428.863
HULSBERG,2013,enexis,9.1,49.1333,431.973
HULSBERG,2014,enexis,16,49.6889,428.652
HULSBERG,2015,enexis,18.4719,49.5955,404.789
HULSBERG,2016,enexis,26.1556,50.3556,393.633
HULSBERG,2017,enexis,30.9222,50.1333,397.024
HULSBERG,2018,enexis,33.7316,49.7036,435.322
HULSBERG,2019,enexis,38.8921,51.2712,423.142
HULSEL,2010,enexis,0,47.9167,75.299
HULSEL,2011,enexis,0,48.5833,78.419
HULSEL,2012,enexis,9.41667,47.9167,72.82
HULSEL,2013,enexis,13.75,47.9167,71.759
HULSEL,2014,enexis,16.8333,37,68.764
HULSEL,2015,enexis,21.3333,37.5833,65.395
HULSEL,2016,enexis,25.75,41.1667,65.216
HULSEL,2017,enexis,29.8333,39.6667,63.247
HULSEL,2018,enexis,55.0106,46.5487,98.2183
HULSEL,2019,enexis,59.2319,47.6887,99.5814
HULSHORST,2010,liander,0.154706,38.1891,273.526
HULSHORST,2011,liander,0.154706,42.3797,266.134
HULSHORST,2012,liander,1.02257,42.172,271.991
HULSHORST,2013,liander,4.63286,44.8406,268.511
HULSHORST,2014,liander,7.19176,46.1582,251.676
HULSHORST,2015,liander,9.32118,47.0774,248.844
HULSHORST,2016,liander,10.4665,47.8009,241.896
HULSHORST,2017,liander,13.9529,48.9582,240.426
HULSHORST,2018,liander,17.9297,52.2594,235.574
HULSHORST,2019,liander,22.6975,56.1144,247.536
HULTEN,2010,enexis,0,55.1667,79.426
HULTEN,2011,enexis,0,54.5,83.461
HULTEN,2012,enexis,2.66667,55.3333,86.095
HULTEN,2013,enexis,8.33333,55.8333,82.679
HULTEN,2014,enexis,11.5,38.5,84.121
HULTEN,2015,enexis,15.3333,36.8333,80.262
HULTEN,2016,enexis,16.1667,40,76.358
HULTEN,2017,enexis,20.1667,40.1667,76.977
HULTEN,2018,enexis,34.51,44.1063,84.9541
HULTEN,2019,enexis,40.5962,46.14,80.0945
HUMMELO,2010,liander,0,43.0722,226.688
HUMMELO,2011,liander,0,50.3616,230.37
HUMMELO,2012,liander,0.0876316,50.2195,240.608
HUMMELO,2013,liander,1.75026,50.5913,229.314
HUMMELO,2014,liander,5.99818,54.1258,218.576
HUMMELO,2015,liander,9.38485,54.9348,215.623
HUMMELO,2016,liander,10.94,57.5842,211.963
HUMMELO,2017,liander,77.2906,90.1076,207.218
HUMMELO,2018,liander,78.6142,90.5279,207.584
HUMMELO,2019,liander,79.057,90.3345,205.485
HUNS,2010,liander,0,51.1525,24.876
HUNS,2011,liander,0,56.0175,25.444
HUNS,2012,liander,0,56.0175,27.493
HUNS,2013,liander,1.9225,54.075,26.7
HUNS,2014,liander,3.67,61.23,19.496
HUNS,2015,liander,5.25667,60.12,19.054
HUNS,2016,liander,8.80667,61.1,18.238
HUNS,2017,liander,12.2425,63.9625,24.623
HUNS,2018,liander,38.565,77.58,23.261
HUNS,2019,liander,50.35,78.77,23.909
HUNSEL,2010,enexis,0,49.3043,152.105
HUNSEL,2011,enexis,1.21739,49.2609,167.546
HUNSEL,2012,enexis,5.13043,49.6087,168.067
HUNSEL,2013,enexis,9.33333,49.6667,163.283
HUNSEL,2014,enexis,14.5417,51.3333,159.931
HUNSEL,2015,enexis,18.4167,50.9583,146.795
HUNSEL,2016,enexis,20,50.5417,142.151
HUNSEL,2017,enexis,26.875,51.4583,138.992
HUNSEL,2018,enexis,30.4092,51.6752,154.596
